,Carbon source,Metabolite,Slope,Intercept,r,p-value,Std. Err,N,T3_pval,Fitted on,Comment,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Rate [1/gDW/h],Std. Err [1/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Model ID,MV min,MV max,Species,Dataset
98,L-alanine,Creatinine,0.1215748576200408,-0.2932236093585613,0.887573272743207,0.0444810812626536,0.0364305409639246,5,0.0148996397923137,Z-score,,,,0.1215748576200408,0.0364305409639246,,,,,,,,E. coli,SINTEF-23
99,Galactose,Cyclic gmp,0.3840598275588056,-0.8518859207138113,0.8676252230645661,0.002435552553621,0.083188861263299,9,0.947995038355767,Z-score,,,,0.3840598275588056,0.083188861263299,,,,,,,,E. coli,SINTEF-23
100,L-malate,Cyclic gmp,0.2818775902709147,-0.2709984972468763,0.2147191976985209,0.6096047078408766,0.5234370829309769,8,0.5588305787830327,Z-score,,,,0.2818775902709147,0.5234370829309769,,,,,,,,E. coli,SINTEF-23
101,L-alanine,Cyclic gmp,0.0486208528811272,-0.6513493006816373,0.552407382552712,0.1984784261162922,0.0328112218746517,7,0.862497331547442,Z-score,,,,0.0486208528811272,0.0328112218746517,,,,,,,,E. coli,SINTEF-23
102,Galactose,Deoxycarnitine (deoxy-c0),0.2969192152782576,0.2205661628515418,0.8400712096633924,0.0090389541050216,0.0782757466810869,8,0.9513072883422674,Concentration [uM],,0.0002969192152782,7.82757466810869e-05,,,,,,,,,,E. coli,SINTEF-23
103,L-malate,Deoxycarnitine (deoxy-c0),0.9017092970340608,-0.3814434641256879,0.846832922092408,0.0333935690331865,0.2831622376374649,6,0.9045056992862772,Concentration [uM],,0.000901709297034,0.0002831622376374,,,,,,,,,,E. coli,SINTEF-23
104,L-alanine,Deoxycarnitine (deoxy-c0),-0.1135375090242525,0.6330889956782225,-0.477085493754363,0.3386666095611422,0.1045758289572211,6,0.6639270873844332,Concentration [uM],,-0.0001135375090242,0.0001045758289572,,,,,,,,,,E. coli,SINTEF-23
105,Galactose,Dethiobiotin,0.6942897683504698,-1.352545339816383,0.9661597273756838,2.270804799303239e-05,0.0700598396705028,9,0.985876235415712,Z-score,,,,0.6942897683504698,0.0700598396705028,0.7873505516133972,10.0,213.25358,8.109319688948624e-07,dtbt,0.649662305226345,1.055580922467525,E. coli,SINTEF-23
106,L-malate,Dethiobiotin,1.1326306232515648,-1.2196660963959034,0.979839066181036,3.756477829682125e-06,0.0872880508055913,9,0.994503706988728,Z-score,,,,1.1326306232515648,0.0872880508055913,1.3664532876445312,10.0,213.25358,1.1000638059531752e-06,dtbt,1.0817540118726598,1.366453287644842,E. coli,SINTEF-23
107,L-alanine,Dethiobiotin,0.4627020870171239,-1.2546372993590904,0.9926555615638488,1.1099080215031056e-07,0.0213132300890323,9,0.9995704111634572,Z-score,,,,0.4627020870171239,0.0213132300890323,1.051725231957923,10.0,213.25358,0.0,dtbt,1.0517252319577453,1.051725231957923,E. coli,SINTEF-23
108,Galactose,Diaminopimelate,0.2948281984149224,-1.2352469811800832,0.8109737467877557,0.0079934279806227,0.0803952414108186,9,0.8894190566317542,Z-score,,,,0.2948281984149224,0.0803952414108186,,,,,,,,E. coli,SINTEF-23
109,L-malate,Diaminopimelate,2.2735689667908447,-1.3224233595088075,0.9384448893504934,0.0001793413035769,0.3163072355132615,9,0.8904612652078142,Z-score,,,,2.2735689667908447,0.3163072355132615,,,,,,,,E. coli,SINTEF-23
110,L-alanine,Diaminopimelate,0.8087258361416405,-1.3411836378529358,0.8714280026421143,0.0022078804924545,0.1720602474902234,9,0.9304160555777572,Z-score,,,,0.8087258361416405,0.1720602474902234,,,,,,,,E. coli,SINTEF-23
111,Galactose,Diethanolamine,-0.1485862939430811,0.1373591329366106,-0.2747827215797007,0.3873926671246553,0.1644150184276192,12,0.213512882971035,Z-score,,,,-0.1485862939430811,0.1644150184276192,,,,,,,,E. coli,SINTEF-23
112,L-malate,Diethanolamine,0.4374122476677358,-0.4716466930259886,0.3276533405969457,0.2984923159394816,0.3988552482990081,12,0.8019832308233047,Z-score,,,,0.4374122476677358,0.3988552482990081,,,,,,,,E. coli,SINTEF-23
113,L-alanine,Diethanolamine,0.5358620174575139,-0.7263102681935402,0.4744618820893889,0.1191163030579546,0.3143913098083412,12,0.2437477149632555,Z-score,,,,0.5358620174575139,0.3143913098083412,,,,,,,,E. coli,SINTEF-23
114,Galactose,Dihydroorotate,0.886725563268205,-1.30288527109304,0.9454506970170324,0.0001183147655993,0.1154798044678665,9,0.9558639073622306,Z-score,,,,0.886725563268205,0.1154798044678665,0.05024274091895431,5.0,157.1042,0.13412612032528798,dhor__S,0.03671422572684713,0.05789461374831606,E. coli,SINTEF-23
115,L-malate,Dihydroorotate,1.3506216723774769,-1.374244058176328,0.9286493777293432,0.0002977909011979,0.2039193534313463,9,0.9232334499698394,Z-score,,,,1.3506216723774769,0.2039193534313463,0.016362715971807162,5.0,157.1042,0.18194780334514027,dhor__S,0.016362715971807162,0.028383662753672656,E. coli,SINTEF-23
116,L-alanine,Dihydroorotate,0.8093669655472825,-1.6940155152194936,0.9970161934261208,4.76402299828591e-09,0.023684835293252,9,0.9981060149768756,Z-score,,,,0.8093669655472825,0.023684835293252,0.028066615081517865,5.0,157.1042,0.09930895256788505,dhor__S,0.028066615081517865,0.02806661508179542,E. coli,SINTEF-23
117,Galactose,Dihydrouracil,0.0015396136505288,0.1526826383974004,0.0030360505054659,0.9925285612845762,0.1603617398569216,12,0.9620827039108794,Z-score,,,,0.0015396136505288,0.1603617398569216,0.1199965168769912,4.0,114.10264000000001,0.0,56dura,0.06446511979150138,0.23243029868253995,E. coli,SINTEF-23
118,L-malate,Dihydrouracil,1.720560642298271,-1.0384158460988464,0.7919427396996576,0.0021395165148401,0.4194978160890749,12,0.6159441076827792,Z-score,,,,1.720560642298271,0.4194978160890749,0.3481206077102339,4.0,114.10264000000001,0.0,56dura,0.2359548340106543,0.34812060771099995,E. coli,SINTEF-23
119,L-alanine,Dihydrouracil,0.5075012417480819,-0.6964006620991414,0.4351034328877224,0.1574666365150791,0.332101371259161,12,0.3870621673059181,Z-score,,,,0.5075012417480819,0.332101371259161,0.21623347453320618,4.0,114.10264000000001,0.0,56dura,0.21623347453288977,0.21623347453320618,E. coli,SINTEF-23
120,Galactose,Ethanolamine,0.5626077638159368,-0.9488394409339792,0.9991638964838188,3.213257451461677e-15,0.0072798631110989,12,0.9999522298704014,Z-score,,,,0.5626077638159368,0.0072798631110989,0.07643519076004912,2.0,62.09102,0.0,etha,0.06421559362764229,0.09542939521569593,E. coli,SINTEF-23
121,L-malate,Ethanolamine,0.7310654294868357,-0.953820867757354,0.9796104051518862,2.6821155618574816e-08,0.0474129546384024,12,0.9116059980485428,Z-score,,,,0.7310654294868357,0.0474129546384024,0.07388395598123543,2.0,62.09102,0.0,etha,0.07388395598123543,0.07538852472697144,E. coli,SINTEF-23
122,L-alanine,Ethanolamine,0.5568558964943437,-0.9551848543520942,0.997945880676331,2.870063463045581e-13,0.0113042180729127,12,0.9993282560599008,Z-score,,,,0.5568558964943437,0.0113042180729127,0.09181938978578552,2.0,62.09102,0.0,etha,0.09181938978578552,0.09181938978579107,E. coli,SINTEF-23
123,Galactose,Formate,357.25472652831115,-40.82671301765117,0.6716207055264504,0.0681547690772699,160.89221666000577,8,0.8865917734163731,Concentration [uM],,0.3572547265283111,0.1608922166600057,,,0.006630662179740732,1.0,45.01744,0.18174526193537,for,0.0037204006123059408,0.008104942829079143,E. coli,SINTEF-23
124,L-malate,Formate,77.21842188735586,53.23119501967578,0.398140016131406,0.4343456521810788,88.9565976202292,6,0.5211817484448235,Concentration [uM],,0.0772184218873558,0.0889565976202292,,,0.002085300433718462,1.0,45.01744,0.976433135121116,for,0.002085300433718462,0.003898183342854189,E. coli,SINTEF-23
125,L-alanine,Formate,73.9535300445149,136.34159294417654,0.8575185073680182,0.0631633177225594,25.615367006057628,5,0.8216976979186086,Concentration [uM],,0.0739535300445149,0.0256153670060576,,,0.004711109190635998,1.0,45.01744,0.5329434851181437,for,0.004711109190469465,0.004711109190635998,E. coli,SINTEF-23
126,Galactose,Fructose-6-phosphate,0.6184285137965452,-1.17705394508815,0.962275759082188,5.647412938334546e-07,0.0552942834004663,12,0.9738715322844004,Z-score,,,,0.6184285137965452,0.0552942834004663,0.0857716933687469,6.0,258.119901,3.4214182450412567,f6p,0.051730658737447754,0.10443035204524276,E. coli,SINTEF-23
127,L-malate,Fructose-6-phosphate,1.3058255232858562,-1.2557487861193684,0.9100874901261754,3.973134548709218e-05,0.1880350019236183,12,0.8637371811494923,Z-score,,,,1.3058255232858562,0.1880350019236183,0.05664779030524203,6.0,258.119901,0.4788108386756928,f6p,0.05664779030524203,0.07318418608204258,E. coli,SINTEF-23
128,L-alanine,Fructose-6-phosphate,1.3434095116167069,-1.1850883986284713,0.96296578361618,5.155484100534549e-07,0.1189475517530625,12,0.960947865054196,Z-score,,,,1.3434095116167069,0.1189475517530625,0.09304942772964675,6.0,258.119901,0.2613386009638543,f6p,0.09304942772964675,0.09304942772977443,E. coli,SINTEF-23
129,Galactose,Gamma-aminobutyrate,0.0091632026522813,0.2959596329201064,0.0741061509392622,0.9057315511877556,0.0711928876589087,5,,Concentration [uM],,9.163202652281302e-06,7.119288765890873e-05,,,0.06427577450039967,4.0,103.11976,0.0,4abut,0.04622617760830505,0.07444867641558384,E. coli,SINTEF-23
130,L-malate,Gamma-aminobutyrate,0.1422237235500935,0.8154845911739813,0.1331771496447988,0.7326717430387415,0.4000436572218543,9,0.2263405400867097,Concentration [uM],,0.00014222372355,0.0004000436572218,,,0.02476160482149936,4.0,103.11976,0.0,4abut,0.02476160482149936,0.03880563755375155,E. coli,SINTEF-23
131,L-alanine,Gamma-aminobutyrate,2.728820928154421,3.3696339825804076,0.5486720898228009,0.126078818178762,1.5715889974817667,9,0.0681407818457275,Concentration [uM],,0.0027288209281544,0.0015715889974817,,,0.04009180537390966,4.0,103.11976,0.0,4abut,0.04001091863999884,0.04009180537390966,E. coli,SINTEF-23
132,Galactose,Gluconate,0.4866652495913427,-0.3132018449306968,0.6702877943983548,0.0170658808870432,0.1703853267094603,12,0.3451264487564306,Z-score,,,,0.4866652495913427,0.1703853267094603,,,,,,,,E. coli,SINTEF-23
133,L-malate,Gluconate,0.0305222629022825,-0.9000038975288525,0.9936625474156991,0.0063374525843007,0.002441439668679,4,0.831372398720381,Z-score,,,,0.0305222629022825,0.002441439668679,,,,,,,,E. coli,SINTEF-23
134,L-alanine,Gluconate,,,,,,1,,,Not sufficient data,,,,,,,,,,,,E. coli,SINTEF-23
135,Galactose,Gluconolactone,0.5381221794751612,-0.8045967139649173,0.9414061164594376,0.0001513619420624,0.0728683935750976,9,0.9495972587300944,Z-score,,,,0.5381221794751612,0.0728683935750976,,,,,,,,E. coli,SINTEF-23
136,L-malate,Gluconolactone,,,,,,2,,,Not sufficient data,,,,,,,,,,,,E. coli,SINTEF-23
137,L-alanine,Gluconolactone,0.0169009333570841,-0.833764950663635,0.3956327925220316,0.6043672074779685,0.0277421067494492,4,0.6803501774012932,Z-score,,,,0.0169009333570841,0.0277421067494492,,,,,,,,E. coli,SINTEF-23
138,Galactose,Glutamate,1.7859625823931384,0.7967555359950178,0.6865761396297939,0.0410859680560719,0.7148314193258085,9,0.5426429547834054,Concentration [uM],,0.0017859625823931,0.0007148314193258,,,0.06333521306223777,5.0,146.12132,4.0727265978093445,glu__L,0.04140514239351356,0.07547289368294852,E. coli,SINTEF-23
139,L-malate,Glutamate,1.227525559394438,4.251257419122685,0.3925952444165101,0.2959461294119095,1.0868961162441713,9,0.7750841809415308,Concentration [uM],,0.0012275255593944,0.0010868961162441,,,0.015420317707004472,5.0,146.12132,5.524827351298677,glu__L,0.015420317707004472,0.03352570692003454,E. coli,SINTEF-23
140,L-alanine,Glutamate,0.6254070203680643,2.7672409161387095,0.3928481874552065,0.2956071423862846,0.5533367537687519,9,0.7875048882658142,Concentration [uM],,0.000625407020368,0.0005533367537687,,,0.035398887606430396,5.0,146.12132,7.330283152781007,glu__L,0.03539888760635268,0.035398887606430396,E. coli,SINTEF-23
141,Galactose,Glutamine,0.0553066580608849,-0.7566078882748659,0.8501803842003708,0.000915403561678,0.0114165913799987,11,0.6493568885990272,Z-score,Rate scaled for slope estimated on Z-scores,,,0.0553066580608849,0.0114165913799987,0.0678794830406837,5.0,146.1445,0.7341427934302954,gln__L,0.04686987867267289,0.07961734378788554,E. coli,SINTEF-23
142,L-malate,Glutamine,0.8441422244611321,0.4497516224163763,0.5818238033364183,0.0604168151983254,0.3933340937955041,11,0.7363724308889155,Z-score,Rate scaled for slope estimated on Z-scores,,,0.8441422244611321,0.3933340937955041,0.02139224453328037,5.0,146.1445,0.995896014007942,gln__L,0.02139224453328037,0.03931668134535826,E. coli,SINTEF-23
143,L-alanine,Glutamine,0.5079197898313571,-0.7079820956132177,0.8801341889140394,0.0003509872611279,0.0913202466324716,11,0.9365216280709008,Z-score,Rate scaled for slope estimated on Z-scores,0.0001897721242672,3.411963372761633e-05,0.5079197898313571,0.0913202466324716,0.04114568644160155,5.0,146.1445,0.5435689231031047,gln__L,0.04106480255081646,0.04114568644160155,E. coli,SINTEF-23
144,Galactose,Glutarate,,,,,,0,,,Not sufficient data,,,,,,,,,,,,E. coli,SINTEF-23
145,L-malate,Glutarate,-0.2462740899398134,3.961618290276512,-0.2772070939959077,0.3830469475244628,0.2699305157881598,12,0.6673892829116292,Concentration [uM],,-0.0002462740899398,0.0002699305157881,,,,,,,,,,E. coli,SINTEF-23
146,L-alanine,Glutarate,,,,,,0,,,Not sufficient data,,,,,,,,,,,,E. coli,SINTEF-23
147,Galactose,Glutarylcarnitine (c5-dc),0.0409695337722054,0.1306228002398401,0.6201818456205808,0.0557623626882902,0.0183217401518113,10,0.8431580346293981,Concentration [uM],,4.0969533772205486e-05,1.832174015181135e-05,,,,,,,,,,E. coli,SINTEF-23
148,L-malate,Glutarylcarnitine (c5-dc),-0.0875801979677499,0.3083464186851264,-0.5912471911261098,0.0718315117487651,0.042236803053886,10,0.6573753302255901,Concentration [uM],,-8.758019796774997e-05,4.223680305388608e-05,,,,,,,,,,E. coli,SINTEF-23
149,L-alanine,Glutarylcarnitine (c5-dc),0.0325808202213401,0.165580046084635,0.356651014615297,0.2816385477049289,0.0284481924358245,11,0.8724994038500584,Concentration [uM],,3.2580820221340103e-05,2.844819243582459e-05,,,,,,,,,,E. coli,SINTEF-23
150,Galactose,Glycerol,-0.6601702747672792,1.310694141726679,-0.7860205675494676,0.0024355941591541,0.1641917376157664,12,0.0200410419686581,Z-score,,,,-0.6601702747672792,0.1641917376157664,0.052121572847152464,3.0,92.09382,0.0,glyc,0.034237413351678736,0.06202379580282358,E. coli,SINTEF-23
151,L-malate,Glycerol,-1.1345316404988648,0.474848436899457,-0.736177290867653,0.0063338641200594,0.3298278465827176,12,0.4738607533894488,Z-score,,,,-1.1345316404988648,0.3298278465827176,0.02802585338741448,3.0,92.09382,0.4788108386756928,glyc,0.02802585338741448,0.03822932332814277,E. coli,SINTEF-23
152,L-alanine,Glycerol,-0.4601885634478134,0.8069066007382539,-0.4569649676044081,0.135311745150804,0.2832640061974426,12,0.1244271015629523,Z-score,,,,-0.4601885634478134,0.2832640061974426,0.05017852667548173,3.0,92.09382,0.0,glyc,0.05017852667528744,0.05017852667548173,E. coli,SINTEF-23
153,Galactose,Glycerol 3-phosphate,0.644140510099032,-1.1044241859289945,0.9766829219073486,2.5549667408432937e-07,0.0471966673151277,11,0.9787586611069358,Z-score,,,,0.644140510099032,0.0471966673151277,0.045908685824508355,3.0,168.041961,7.550773802326596,g3p,0.029882077776932636,0.05478097273964311,E. coli,SINTEF-23
154,L-malate,Glycerol 3-phosphate,1.0143841150386248,-1.104776055494901,0.925235370922517,4.486373792277833e-05,0.1386497099473465,11,0.9257109498525722,Z-score,,,,1.0143841150386248,0.1386497099473465,0.025803250037059744,3.0,168.041961,1.4637432501055754,g3p,0.025803250037059744,0.035287196049682557,E. coli,SINTEF-23
155,L-alanine,Glycerol 3-phosphate,0.5572570235551835,-1.1718599590463743,0.961023604552121,9.632204452283896e-06,0.0566785524038432,10,0.9822639413869934,Z-score,,,,0.5572570235551835,0.0566785524038432,0.04481652235923672,3.0,168.041961,0.7989222779648053,g3p,0.04481652235909794,0.04481652235923672,E. coli,SINTEF-23
156,Galactose,Glycine,,,,,,0,,,Not sufficient data,,,,,0.04024585350394516,2.0,75.0666,0.4322595821657068,gly,0.026432590364183772,0.04514492648916568,E. coli,SINTEF-23
157,L-malate,Glycine,,,,,,0,,,Not sufficient data,,,,,0.04013375846330103,2.0,75.0666,0.9150154727709501,gly,0.03585537567879493,0.04013375846361189,E. coli,SINTEF-23
158,L-alanine,Glycine,19.098244941126136,25.58669206397169,0.7148746908981961,0.0304243304563641,7.060713622716259,9,0.3354818242132188,Concentration [uM],,0.0190982449411261,0.0070607136227162,,,0.03378173758676328,2.0,75.0666,0.4994229046743036,gly,0.03378173758665226,0.03378173758676328,E. coli,SINTEF-23
159,Galactose,Guanidinosuccinate/n-acetylaspartate,0.0683589825265118,-0.8359148878981366,0.8874013724908448,0.0001176581862372,0.011229855694478,12,0.9632790099249372,Z-score,,,,0.0683589825265118,0.011229855694478,,,,,,,,E. coli,SINTEF-23
160,L-malate,Guanidinosuccinate/n-acetylaspartate,0.8954886076308132,-0.8718669229244531,0.9422423783926108,4.592242965286184e-06,0.1006592743989946,12,0.910562257969574,Z-score,,,,0.8954886076308132,0.1006592743989946,,,,,,,,E. coli,SINTEF-23
161,L-alanine,Guanidinosuccinate/n-acetylaspartate,1.668831402385524,-0.7853357475058845,0.9828538118563386,1.1340624620923312e-08,0.0990039854424673,12,0.980935411566036,Z-score,,,,1.668831402385524,0.0990039854424673,,,,,,,,E. coli,SINTEF-23
162,Galactose,Guanine,0.0127523459293936,-0.3551954425910285,0.3747634437416851,0.4075018358741489,0.0141086035754488,7,0.8608361573616494,Z-score,,,,0.0127523459293936,0.0141086035754488,0.11816265418932992,5.0,151.1261,0.0,gua,0.08561886571971655,0.15414131960364008,E. coli,SINTEF-23
163,L-malate,Guanine,-0.0300752476444615,-0.2889464189587804,-0.2027072139036166,0.700103820601523,0.0726438557088432,6,0.1520846178057681,Z-score,,,,-0.0300752476444615,0.0726438557088432,0.18079436220255207,5.0,151.1261,0.0,gua,0.15253090975343442,0.18079436220286293,E. coli,SINTEF-23
164,L-alanine,Guanine,0.0148215203946238,-0.3780405213250499,0.4981902800998934,0.3145383882387133,0.0128979453497428,6,0.3450757231680432,Z-score,,,,0.0148215203946238,0.0128979453497428,0.13398680883270342,5.0,151.1261,0.0,gua,0.13398680883270342,0.1339868088328977,E. coli,SINTEF-23
165,Galactose,Hexanoate,0.0087529705078429,0.5025991178652547,0.01811569774528,0.9554379019494932,0.1527668502425923,12,0.6739216095290365,Z-score,,,,0.0087529705078429,0.1527668502425923,0.13841345486876322,6.0,115.15034,0.0,hxa,0.12325809718744529,0.17221322769954694,E. coli,SINTEF-23
166,L-malate,Hexanoate,0.0881602027055471,-0.1821048714539408,0.0686561230545832,0.8320989616168913,0.4051047407502584,12,0.8220622439288812,Z-score,,,,0.0881602027055471,0.4051047407502584,0.22114975573729323,6.0,115.15034,0.0,hxa,0.1774163635727133,0.2211497557376041,E. coli,SINTEF-23
167,L-alanine,Hexanoate,0.2143745856947027,-0.362132964626055,0.2863233006436874,0.366932770798741,0.2268519064708789,12,0.8879336622408744,Z-score,,,,0.2143745856947027,0.2268519064708789,0.18276928304421514,6.0,115.15034,0.0,hxa,0.18276928304405415,0.18276928304421514,E. coli,SINTEF-23
168,Galactose,Hexanoylcarnitine (c6),0.4354488094250696,-0.5881692856449978,0.5983793810948679,0.0398360710689252,0.1843777122874806,12,0.9571729669497724,Z-score,,,,0.4354488094250696,0.1843777122874806,,,,,,,,E. coli,SINTEF-23
169,L-malate,Hexanoylcarnitine (c6),0.37949460781729,-0.2184873188021138,0.3902679156199434,0.2097626324271294,0.2831141232904013,12,0.064196881658654,Z-score,,,,0.37949460781729,0.2831141232904013,,,,,,,,E. coli,SINTEF-23
170,L-alanine,Hexanoylcarnitine (c6),-0.0663400803790068,0.0346936471877338,-0.0340636134618815,0.9163011323712182,0.615507244224982,12,0.3499068560834156,Z-score,,,,-0.0663400803790068,0.615507244224982,,,,,,,,E. coli,SINTEF-23
171,Galactose,Hexoses,-7120.388851271111,39918.997973387595,-0.9197949963052652,2.2819217096379237e-05,960.5961200186002,12,0.0060773663110243,Concentration [uM],,-7.1203888512711115,0.9605961200186004,,,,,,,,,,E. coli,SINTEF-23
172,L-malate,Hexoses,,,,,,0,,,Not sufficient data,,,,,,,,,,,,E. coli,SINTEF-23
173,L-alanine,Hexoses,,,,,,1,,,Not sufficient data,,,,,,,,,,,,E. coli,SINTEF-23
174,Galactose,Histidine,-0.0154212883481793,-0.3147150108647594,-0.363693626993388,0.2451850998777016,0.012490404658352,12,0.3600877228796328,Z-score,,,,-0.0154212883481793,0.012490404658352,0.12161503677318164,6.0,155.15456,0.03841303643458074,his__L,0.11137424540894614,0.14346903309598869,E. coli,SINTEF-23
175,L-malate,Histidine,0.0655497962479474,-0.4065755553857814,0.5601384798080313,0.0731102464542973,0.03231426206053,11,0.8442463137169205,Z-score,,,,0.0655497962479474,0.03231426206053,0.19312939408782093,6.0,155.15456,0.052108922424195965,his__L,0.16314071888017256,0.1931293940881318,E. coli,SINTEF-23
176,L-alanine,Histidine,0.0703564615970164,-0.3785449960249599,0.4980495130715775,0.0993812823730061,0.0387369116924858,12,0.3495600090205654,Z-score,,,,0.0703564615970164,0.0387369116924858,0.14298915048757133,6.0,155.15456,0.02844157725593281,his__L,0.14298915048755467,0.14298915048757133,E. coli,SINTEF-23
177,Galactose,Homoserine,,,,,,2,,,Not sufficient data,,,,,0.06369414558257125,4.0,119.11916,0.41953687050432786,hom__L,0.048480715582538414,0.0723861348490451,E. coli,SINTEF-23
178,L-malate,Homoserine,0.0940765865960658,-0.7217741349935747,0.936484363275546,0.0006104645938091,0.0143831073301635,8,0.74356721144061,Z-score,,,,0.0940765865960658,0.0143831073301635,0.02655900810440981,4.0,119.11916,1.2990075951002864,hom__L,0.02655900810440981,0.03783912548086521,E. coli,SINTEF-23
179,L-alanine,Homoserine,2.0522622332482876,-0.3426869292162453,0.9908251411193424,0.0001258808924217,0.139965852752734,6,0.0324825074737305,Z-score,,,,2.0522622332482876,0.139965852752734,0.042165460124488074,4.0,119.11916,0.7090090910176726,hom__L,0.04216546012441591,0.042165460124488074,E. coli,SINTEF-23
180,Galactose,Hydroxyphenyllactate,0.5031404241411063,-1.1995399907137283,0.5882115215668531,0.0957105334495096,0.2614555897917963,9,0.8484937516230036,Z-score,,,,0.5031404241411063,0.2614555897917963,,,,,,,,E. coli,SINTEF-23
181,L-malate,Hydroxyphenyllactate,0.7947054014612801,-0.8905708374614014,0.9579015179144637,4.8368087442765385e-05,0.0900253717592476,9,0.971320154230626,Z-score,,,,0.7947054014612801,0.0900253717592476,,,,,,,,E. coli,SINTEF-23
182,L-alanine,Hydroxyphenyllactate,0.2179448491173508,-0.9839070626603486,0.9831738935565092,1.1759641826774518e-05,0.0165315228021795,8,0.9979291489801576,Z-score,,,,0.2179448491173508,0.0165315228021795,,,,,,,,E. coli,SINTEF-23
183,Galactose,Hypoxanthine,0.5741859255529382,-0.9515972580041708,0.8884444010835157,0.0002572015058391,0.0988778059168445,11,0.870473387605227,Z-score,,,,0.5741859255529382,0.0988778059168445,0.10592793785082488,5.0,136.11146000000002,0.0,hxan,0.0835466619252323,0.12482786386324718,E. coli,SINTEF-23
184,L-malate,Hypoxanthine,1.0662800553977665,-0.8765576798778214,0.6525509463518065,0.0214394825034925,0.391543354432861,12,0.8575430629738412,Z-score,,,,1.0662800553977665,0.391543354432861,0.12982597005184449,5.0,136.11146000000002,0.13405157525037714,hxan,0.11810443072798327,0.12982597005215535,E. coli,SINTEF-23
185,L-alanine,Hypoxanthine,0.2792314306573991,-0.917042426680366,0.8116855858939195,0.0043535223171279,0.0710419167506371,10,0.92262897379336,Z-score,,,,0.2792314306573991,0.0710419167506371,0.1013493814376154,5.0,136.11146000000002,0.0,hxan,0.1013493814376154,0.10134938143777084,E. coli,SINTEF-23
186,Galactose,Inosine,0.0889413260777102,-0.3891629116519726,0.9490791966650468,2.7654830928178467e-05,0.0104380294812755,10,0.6825123403750657,Z-score,,,,0.0889413260777102,0.0104380294812755,0.17719170851228094,10.0,268.22608,0.0,ins,0.16769993058765587,0.17719170851228094,E. coli,SINTEF-23
187,L-malate,Inosine,0.1168580565296633,-0.2824464817667577,0.4856496794333527,0.1547377165167029,0.0743666594774103,10,0.5347885732653423,Z-score,,,,0.1168580565296633,0.0743666594774103,0.17679710015725547,10.0,268.22608,0.13405157525037714,ins,0.17679710015725547,0.17851121993480712,E. coli,SINTEF-23
188,L-alanine,Inosine,0.0520083516869476,-0.3705203744012772,0.65918966548457,0.0273663950608256,0.0197763363491803,11,0.5410506617470007,Z-score,,,,0.0520083516869476,0.0197763363491803,0.17804089010862723,10.0,268.22608,0.0,ins,0.17804089010862723,0.17804089010863278,E. coli,SINTEF-23
189,Galactose,Isocitrate,0.2098880357628874,-0.7045964473286446,0.6424140193105538,0.033049042409289,0.0834608843493537,11,0.5456777955207688,Z-score,Rate scaled for slope estimated on Z-scores,4.324173436473357e-05,1.719485047236147e-05,0.2098880357628874,0.0834608843493537,0.0642128487179261,6.0,189.09969999999998,2.5092471618821026,icit,0.04188754091857816,0.07655846742439798,E. coli,SINTEF-23
190,L-malate,Isocitrate,0.972242643020084,-0.9179575982730032,0.9804662700959176,0.0032676460964828,0.1126050051381029,5,0.9445580731462884,Concentration [uM],,0.00097224264302,0.0001126050051381,,,0.014925609707217014,6.0,189.09969999999998,8.433854926192879,icit,0.014925609707217014,0.033739169832913696,E. coli,SINTEF-23
191,L-alanine,Isocitrate,0.6959753687172577,-0.5930241205067,0.985632581307218,0.0003081511990183,0.0596331350919915,6,0.999395144539674,Concentration [uM],,0.0006959753687172,5.963313509199155e-05,,,0.05236891342317862,6.0,189.09969999999998,3.471457593234707,icit,0.052368913423100905,0.05236891342317862,E. coli,SINTEF-23
192,Galactose,Isoleucine,-0.0132472842932482,0.1207028900832602,-0.8478174278764143,0.0329770640648394,0.0041429196520266,6,0.4818848093703141,Concentration [uM],,-1.3247284293248264e-05,4.1429196520266454e-06,,,0.12204191391587682,6.0,131.17291999999998,0.11779962699552773,ile__L,0.10718581764377344,0.1314078423554077,E. coli,SINTEF-23
193,L-malate,Isoleucine,-0.0636033920293221,0.1843190379900961,-0.8468006941644466,0.0334072450169416,0.019975952187943,6,0.3468364839651202,Concentration [uM],,-6.360339202932218e-05,1.9975952187943013e-05,,,0.08845094970233447,6.0,131.17291999999998,0.15980021873988504,ile__L,0.08845094970233447,0.09501538628008399,E. coli,SINTEF-23
194,L-alanine,Isoleucine,0.4757879917272689,0.2761765162964184,0.8395210224063543,0.0046421862786522,0.1163842823947522,9,0.6913878356923839,Concentration [uM],,0.0004757879917272,0.0001163842823947,,,0.09076068887648447,6.0,131.17291999999998,0.08722057673361167,ile__L,0.09076068887648447,0.09076068887667876,E. coli,SINTEF-23
195,Galactose,Isovalerylcarnitine (c5/ic5),0.1591161452881427,-0.708173561531013,0.4630139652204719,0.2094351685338323,0.1151269158391121,9,0.81315326874497,Z-score,,,,0.1591161452881427,0.1151269158391121,,,,,,,,E. coli,SINTEF-23
