SID,Metabolite,Peak_Intensity,Strain,SangerID,Carbon_Source,Well,Plate,OD,Replicate,Type
C10_P2,Glucosamine 6-sulfate,147.67,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,"Glucurono-6,3-lactone",808.91,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Glycocholic acid,98.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Guanine,0,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Guanosine monophosphate,2990,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Homocystine,0,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Hydroxyphenyllactic acid,809.67,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Hypoxanthine,205.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Imidazoleacetic acid,193.67,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Indoleacetaldehyde,773.67,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Inosine,0,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Inosinic acid,659.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Itaconic/Citraconic acid,10657.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,L-Dopa,0,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Lactic acid/Glyceraldehyde,,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Malic acid,0,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Malonic acid,174.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Mevalonic acid,14395,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,N-Methyl-L-glutamic acid,7574,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,NAD,1165,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Orotic acid,177.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Oxoglutaric acid,0,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Phenylpyruvic acid,1815.67,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Pyruvic acid,11089.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Uracil,5328.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Xanthine,3223.33,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P2,Xanthosine,168,Pseudomonadacae,449,D-Lactate,E3,2,0.109,2,A
C10_P3,"2',4'-Dihydroxyacetophenone",313.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,"2,3-Diaminopropionic acid",380,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,2-Hydroxybutyric acid,16592.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,2-Hydroxyglutaric acid,25225.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,2-Ketobutyric acid/Succinic acid semialdehyde,441,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,2/3-Phosphoglyceric acid,155,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,3-(2-Hydroxyphenyl)propanoic acid,6041.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,3-Amino-4-hydroxybenzoic acid,1637.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,3-Hydroxybenzoic acid,457.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,3-Hydroxyphenylacetic acid,313.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,4-Guanidinobutanoic acid,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,4-Hydroxyphenylpyruvic acid,927,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,4-Hydroxyproline,835,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,4-hydroxy-L-phenylglycine,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Acetylglycine,809.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,"Adenosine 2',3'-cyclic phosphate",67525.66,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Adenosine monophosphate,25677,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Alanine/Sarcosine,537.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Aminoadipic acid,8026.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Citric/Isocitric acid,29312.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Cyclic AMP,67525.66,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Deoxyguanosine,8154.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Dethiobiotin,13306.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,FAD,1869.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Fructose 6-phosphate,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Fumaric acid,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Gluconic acid,1111.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Glucosamine 6-phosphate,637,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Glucosamine 6-sulfate,123.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,"Glucurono-6,3-lactone",731.29,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Glycocholic acid,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Guanine,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Guanosine monophosphate,1827.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Homocystine,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Hydroxyphenyllactic acid,799,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Hypoxanthine,179.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Imidazoleacetic acid,142.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Indoleacetaldehyde,727.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Inosine,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Inosinic acid,583,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Itaconic/Citraconic acid,10849,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,L-Dopa,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Lactic acid/Glyceraldehyde,,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Malic acid,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Malonic acid,430.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Mevalonic acid,17674.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,N-Methyl-L-glutamic acid,8026.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,NAD,832,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Orotic acid,840.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Oxoglutaric acid,0,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Phenylpyruvic acid,1058.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Pyruvic acid,15549.67,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Uracil,3552,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Xanthine,2552.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C10_P3,Xanthosine,145.33,Pseudomonadacae,449,D-Lactate,D3,2,0.097,3,A
C11_E1,"2',4'-Dihydroxyacetophenone",2110.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,"2,3-Diaminopropionic acid",0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,2-Hydroxybutyric acid,3767.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,2-Hydroxyglutaric acid,84497.34,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,2-Ketobutyric acid/Succinic acid semialdehyde,1745.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,2/3-Phosphoglyceric acid,2293.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,3-(2-Hydroxyphenyl)propanoic acid,39458.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,3-Amino-4-hydroxybenzoic acid,4929.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,3-Hydroxybenzoic acid,469.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,3-Hydroxyphenylacetic acid,2110.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,4-Guanidinobutanoic acid,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,4-Hydroxyphenylpyruvic acid,1152.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,4-Hydroxyproline,72032,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,4-hydroxy-L-phenylglycine,1097.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Acetylglycine,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,"Adenosine 2',3'-cyclic phosphate",15561.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Adenosine monophosphate,943.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Alanine/Sarcosine,2483,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Aminoadipic acid,768.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Citric/Isocitric acid,,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Cyclic AMP,15561.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Deoxyguanosine,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Dethiobiotin,1166,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,FAD,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Fructose 6-phosphate,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Fumaric acid,2423,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Gluconic acid,1072,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Glucosamine 6-phosphate,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Glucosamine 6-sulfate,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,"Glucurono-6,3-lactone",51532.17,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Glycocholic acid,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Guanine,976.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Guanosine monophosphate,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Homocystine,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Hydroxyphenyllactic acid,8027,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Hypoxanthine,212.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Imidazoleacetic acid,1142.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Indoleacetaldehyde,217.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Inosine,115.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Inosinic acid,323,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Itaconic/Citraconic acid,30201,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,L-Dopa,2927.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Lactic acid/Glyceraldehyde,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Malic acid,366.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Malonic acid,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Mevalonic acid,3120.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,N-Methyl-L-glutamic acid,768.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,NAD,0,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Orotic acid,17047.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Oxoglutaric acid,1654.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Phenylpyruvic acid,711.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Pyruvic acid,20016,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Uracil,4785.67,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Xanthine,40112,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E1,Xanthosine,4331.33,Enterobacteriaceae,360,Citrate,B6,1,0.119,1,A
C11_E2,"2',4'-Dihydroxyacetophenone",5470.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,"2,3-Diaminopropionic acid",1043.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,2-Hydroxybutyric acid,6159.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,2-Hydroxyglutaric acid,135949.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,2-Ketobutyric acid/Succinic acid semialdehyde,4416.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,2/3-Phosphoglyceric acid,724.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,3-(2-Hydroxyphenyl)propanoic acid,75547.66,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,3-Amino-4-hydroxybenzoic acid,2275.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,3-Hydroxybenzoic acid,1676.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,3-Hydroxyphenylacetic acid,5470.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,4-Guanidinobutanoic acid,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,4-Hydroxyphenylpyruvic acid,1500,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,4-Hydroxyproline,1239.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,4-hydroxy-L-phenylglycine,4164.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Acetylglycine,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,"Adenosine 2',3'-cyclic phosphate",27349.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Adenosine monophosphate,3348.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Alanine/Sarcosine,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Aminoadipic acid,1340,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Citric/Isocitric acid,,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Cyclic AMP,27349.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Deoxyguanosine,102.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Dethiobiotin,2424.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,FAD,162.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Fructose 6-phosphate,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Fumaric acid,224.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Gluconic acid,2482.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Glucosamine 6-phosphate,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Glucosamine 6-sulfate,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,"Glucurono-6,3-lactone",1233.59,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Glycocholic acid,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Guanine,5440.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Guanosine monophosphate,1384,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Homocystine,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Hydroxyphenyllactic acid,14898.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Hypoxanthine,659,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Imidazoleacetic acid,8272.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Indoleacetaldehyde,141,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Inosine,98.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Inosinic acid,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Itaconic/Citraconic acid,60747.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,L-Dopa,5834,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Lactic acid/Glyceraldehyde,126.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Malic acid,664.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Malonic acid,105.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Mevalonic acid,17060.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,N-Methyl-L-glutamic acid,1340,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,NAD,150,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Orotic acid,4008.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Oxoglutaric acid,0,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Phenylpyruvic acid,875,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Pyruvic acid,662.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Uracil,6829.33,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Xanthine,101075.66,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E2,Xanthosine,6467.67,Enterobacteriaceae,360,Citrate,C6,1,0.116,2,A
C11_E3,"2',4'-Dihydroxyacetophenone",8451.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,"2,3-Diaminopropionic acid",424,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,2-Hydroxybutyric acid,5463,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,2-Hydroxyglutaric acid,282122.66,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,2-Ketobutyric acid/Succinic acid semialdehyde,2558.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,2/3-Phosphoglyceric acid,403,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,3-(2-Hydroxyphenyl)propanoic acid,99875,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,3-Amino-4-hydroxybenzoic acid,6195,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,3-Hydroxybenzoic acid,2859,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,3-Hydroxyphenylacetic acid,8451.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,4-Guanidinobutanoic acid,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,4-Hydroxyphenylpyruvic acid,1177,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,4-Hydroxyproline,480,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,4-hydroxy-L-phenylglycine,3073.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Acetylglycine,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,"Adenosine 2',3'-cyclic phosphate",41670.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Adenosine monophosphate,5288.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Alanine/Sarcosine,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Aminoadipic acid,1151.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Citric/Isocitric acid,,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Cyclic AMP,41670.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Deoxyguanosine,97,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Dethiobiotin,3103.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,FAD,231.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Fructose 6-phosphate,74.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Fumaric acid,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Gluconic acid,520.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Glucosamine 6-phosphate,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Glucosamine 6-sulfate,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,"Glucurono-6,3-lactone",3140.01,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Glycocholic acid,121.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Guanine,746.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Guanosine monophosphate,2337.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Homocystine,146,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Hydroxyphenyllactic acid,10750.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Hypoxanthine,1405,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Imidazoleacetic acid,5821,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Indoleacetaldehyde,569.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Inosine,146,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Inosinic acid,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Itaconic/Citraconic acid,35289,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,L-Dopa,8413.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Lactic acid/Glyceraldehyde,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Malic acid,588.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Malonic acid,0,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Mevalonic acid,6789.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,N-Methyl-L-glutamic acid,1151.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,NAD,150.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Orotic acid,3872.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Oxoglutaric acid,307.33,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Phenylpyruvic acid,900,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Pyruvic acid,641,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Uracil,12799.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Xanthine,146233.67,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_E3,Xanthosine,10211,Enterobacteriaceae,360,Citrate,D6,1,0.116,3,A
C11_P1,"2',4'-Dihydroxyacetophenone",470.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,"2,3-Diaminopropionic acid",288.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,2-Hydroxybutyric acid,4816,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,2-Hydroxyglutaric acid,54432.67,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,2-Ketobutyric acid/Succinic acid semialdehyde,1784.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,2/3-Phosphoglyceric acid,225,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,3-(2-Hydroxyphenyl)propanoic acid,10539.67,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,3-Amino-4-hydroxybenzoic acid,1196,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,3-Hydroxybenzoic acid,2855,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,3-Hydroxyphenylacetic acid,470.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,4-Guanidinobutanoic acid,170.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,4-Hydroxyphenylpyruvic acid,922.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,4-Hydroxyproline,254,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,4-hydroxy-L-phenylglycine,116.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,Acetylglycine,81.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,"Adenosine 2',3'-cyclic phosphate",55301,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
C11_P1,Adenosine monophosphate,5126.33,Pseudomonadacae,449,Citrate,A4,2,0.118,1,A
