,M,Metabolite,Carbon source,Rate [mmol/gDW/h],Std.Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],BiGG ID,MV min,MV max,Species,Dataset,Metabolite abbrv.,R2,Mass,Metabolite id,Charge,Phosphate,Intracellular concentration [M],Compound class,Ref,Comment,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotatable Bond Count,Topological Polar Surface Area,Charge (pubchem),xlogP,pubchem id,log10(Rate [mmol/gDW/h]),log10(Metabolite value [gDW/mmol]),Rate [mmol C/gDW/h],Rate [g/gDW/h],Metabolite value [gDW/mmol C],Metabolite value [gDW/g],log10(Rate [mmol C/gDW/h]),log10(Rate [g/gDW/h]),log10(Metabolite value [gDW/mmol C]),log10(Metabolite value [gDW/g]),log10(Turnover [mmol/gDW/h]),Species - Carbon source
91,M1,Alanine,Galactose,-0.0005046700957951,inf,0.0475860649201853,3.0,89.09318,0.363289479520075,ala__L,0.0391595260959776,0.0475860649205461,E. coli,SINTEF-23,,,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,,-1.3225202072438718,-0.0015140102873853,-4.496266368529009e-05,0.015862021640061768,0.5341156856247055,,,-1.7996414619635341,-0.27236466771476914,-0.43974717866504276,E. coli - Galactose
92,M3,Alanine,Galactose,-0.0006857539612929,inf,0.0475860649201853,3.0,89.09318,0.363289479520075,ala__L,0.0391595260959776,0.0475860649205461,E. coli,SINTEF-23,,,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,,-1.3225202072438718,-0.0020572618838786997,-6.109600110918138e-05,0.015862021640061768,0.5341156856247055,,,-1.7996414619635341,-0.27236466771476914,-0.43974717866504276,E. coli - Galactose
93,M5,Alanine,L-malate,-0.0024966130317279,inf,0.0105613054010356,3.0,89.09318,0.556372670754105,ala__L,0.0105613054009467,0.0216572565012618,E. coli,SINTEF-23,,,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,,-1.9762823987124174,-0.007489839095183701,-0.00022243119422607954,0.0035204351336785337,0.11854224308791761,,,-2.45340365343208,-0.9261268591833148,-0.2546342108729918,E. coli - L-malate
94,M9,Alanine,L-alanine,-18.168015162189253,0.6326850466507209,0.0064834163740867,3.0,89.09318,7.167822555735991,ala__L,0.0064834163740867,0.0064834163740867,E. coli,SINTEF-23,,,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,,-2.188196086501123,-54.50404548656776,-1.6186462450876564,0.002161138791362233,0.07277118601094607,,,-2.665317341220786,-1.1380405469720207,0.8553872455354066,E. coli - L-alanine
95,M10,Alanine,L-alanine,-16.639309824036182,1.6568075536503029,0.0064834163740867,3.0,89.09318,7.167822555735991,ala__L,0.0064834163740867,0.0064834163740867,E. coli,SINTEF-23,,,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,,-2.188196086501123,-49.91792947210855,-1.482449025228624,0.002161138791362233,0.07277118601094607,,,-2.665317341220786,-1.1380405469720207,0.8553872455354066,E. coli - L-alanine
96,M11,Alanine,L-alanine,-17.39651841177265,1.262092591410081,0.0064834163740867,3.0,89.09318,7.167822555735991,ala__L,0.0064834163740867,0.0064834163740867,E. coli,SINTEF-23,,,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,,-2.188196086501123,-52.189555235317954,-1.549911146233375,0.002161138791362233,0.07277118601094607,,,-2.665317341220786,-1.1380405469720207,0.8553872455354066,E. coli - L-alanine
97,,Alanine,Glucose,0.000107857651575,1.250585430009144e-05,0.0237651676146311,3.0,89.09318,0.6549323879156286,ala__L,0.0091396911793606,0.0377486115462954,E. coli,Paczia-13,ALA,0.9139872222121278,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,-3.9671490400011478,-1.6240591182994704,0.000323572954725,9.60938116614876e-06,0.007921722538210366,0.26674508211101117,-3.490027785281485,-5.017304579530251,-2.1011803730191327,-0.5739035787703677,-0.18380353217734177,E. coli - Glucose
98,,Alanine,Glucose,0.001180199126445,8.519728911304908e-05,0.0445501316140156,3.0,89.09318,0.2274667492367363,ala__L,0.044550131613999,0.0445501316140461,C. glutamicum,Paczia-13,ALA,0.9746054902747942,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,-2.928044711151228,-1.3511510085932954,0.0035405973793349995,0.00010514769320820715,0.014850043871338535,0.500039751797114,-2.4509234564315654,-3.9782002506803305,-1.8282722633129578,-0.30099546906419267,-0.6430820789119582,C. glutamicum - Glucose
99,,Alanine,Glucose,0.0374808366565334,0.010525896191021,0.0393150522611351,3.0,89.09318,2.4308707333611013,ala__L,0.0392653882358373,0.0393150522611351,B. licheniformis,Paczia-13,ALA,0.8086667484254713,89.09318,ala__L,0.0,0.0,0.00255,Amino acid,"Bennet et al, glucose",,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,-1.4261907232469002,-1.4054411426936992,0.1124425099696002,0.003339286926791129,0.013105017420378368,0.4412801547900198,-0.9490694685272377,-2.4763462627760027,-1.8825623974133616,-0.35528560316459673,0.3857618649393387,B. licheniformis - Glucose
100,M1,Creatine,Galactose,1.4396009625111046e-06,2.7684626925031466e-07,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,-5.841757871651579,,5.758403850044418e-06,1.8877487421408116e-07,,,-5.239697880323616,-6.724055810442263,,,-inf,E. coli - Galactose
101,M2,Creatine,Galactose,1.4840033656405862e-06,3.9183080557778515e-07,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,-5.828565114099123,,5.936013462562345e-06,1.9459736133645008e-07,,,-5.226505122771161,-6.710863052889808,,,-inf,E. coli - Galactose
102,M3,Creatine,Galactose,5.2971861469128786e-08,4.90296075691996e-07,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,-7.275954765377289,,2.1188744587651514e-07,6.946200194446858e-09,,,-6.673894774049327,-8.158252704167975,,,-inf,E. coli - Galactose
103,M5,Creatine,L-malate,7.567969439142998e-07,inf,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,-6.121020630363975,,3.027187775657199e-06,9.923878325548212e-08,,,-5.518960639036012,-7.00331856915466,,,-inf,E. coli - L-malate
104,M6,Creatine,L-malate,-2.5485914326695546e-07,inf,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,,,-1.0194365730678219e-06,-3.3419679456595874e-08,,,,,,,-inf,E. coli - L-malate
105,M7,Creatine,L-malate,-4.546045813804989e-07,inf,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,,,-1.8184183255219956e-06,-5.961229875642481e-08,,,,,,,-inf,E. coli - L-malate
106,M9,Creatine,L-alanine,1.592377469455866e-06,5.794719050523218e-07,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,-5.797953975875816,,6.369509877823464e-06,2.0880845756974773e-07,,,-5.195893984547854,-6.680251914666501,,,-inf,E. coli - L-alanine
107,M10,Creatine,L-alanine,-3.4936314215991926e-06,3.8163662229449195e-06,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,,,-1.397452568639677e-05,-4.581198883143021e-07,,,,,,,-inf,E. coli - L-alanine
108,M11,Creatine,L-alanine,-4.065179107172861e-06,9.321284150707704e-07,,4.0,131.13,0.0,crn,,,E. coli,SINTEF-23,,,131.135,,0.0,0.0,,Other,,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,,,-1.6260716428691444e-05,-5.330669363235773e-07,,,,,,,-inf,E. coli - L-alanine
109,M1,Alpha-aminoadipate,Galactose,4.012316727541647e-05,inf,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-4.396604791605178,,0.0002407390036524988,6.466249638106118e-06,,,-3.618453541221534,-5.189347532888838,,,,E. coli - Galactose
110,M2,Alpha-aminoadipate,Galactose,9.285030879429485e-06,inf,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-5.032216647579179,,5.571018527657691e-05,1.4963755765288557e-06,,,-4.254065397195535,-5.824959388862839,,,,E. coli - Galactose
111,M3,Alpha-aminoadipate,Galactose,1.325374470532785e-05,inf,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-4.877661399078797,,7.95224682319671e-05,2.1359734967106365e-06,,,-4.0995101486951535,-5.670404140362457,,,,E. coli - Galactose
112,M5,Alpha-aminoadipate,L-malate,3.828064239834968e-05,inf,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-4.417020782814799,,0.00022968385439009806,6.169308328918034e-06,,,-3.6388695324311553,-5.2097635240984586,,,,E. coli - L-malate
113,M6,Alpha-aminoadipate,L-malate,6.0885824060188946e-05,inf,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-4.215483811621434,,0.00036531494436113366,9.812359405540052e-06,,,-3.4373325612377905,-5.008226552905094,,,,E. coli - L-malate
114,M7,Alpha-aminoadipate,L-malate,3.4286529411194066e-05,inf,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-4.464876473294197,,0.00020571917646716438,5.525617079908036e-06,,,-3.686725222910553,-5.257619214577857,,,,E. coli - L-malate
115,M9,Alpha-aminoadipate,L-alanine,8.512594715389294e-05,inf,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-4.069938042874509,,0.0005107556829233576,1.3718897643321385e-05,,,-3.291786792490865,-4.862680784158169,,,,E. coli - L-alanine
116,M10,Alpha-aminoadipate,L-alanine,5.6530881268418885e-05,2.6088472236955083e-06,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-4.2477142442050475,,0.0003391852876105133,9.110516825218387e-06,,,-3.4695629938214037,-5.040456985488707,,,,E. coli - L-alanine
117,M11,Alpha-aminoadipate,L-alanine,5.855177742368635e-05,1.7680702313832016e-05,,6.0,161.16,,,,,E. coli,SINTEF-23,,,161.156,,0.0,0.0,,Other,,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,-4.2324599167558805,,0.0003513106645421181,9.436204449601292e-06,,,-3.454308666372237,-5.02520265803954,,,,E. coli - L-alanine
118,M1,Glutamate,Galactose,0.0025389279658078,0.0005790664742265,0.0755242854302895,5.0,146.12132,3.645866673238795,glu__L,0.0634135222051024,0.0755242854305116,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-2.5953496207079914,-1.121913375093415,0.012694639829039,0.0003709915057487506,0.0151048570860579,0.5168601367020876,-1.8963796163719724,-3.4306360339123856,-1.8208833794294337,-0.28662696188902054,0.5618007827678314,E. coli - Galactose
119,M2,Glutamate,Galactose,0.0008526467211518,0.0002898121074085,0.0755242854302895,5.0,146.12132,3.645866673238795,glu__L,0.0634135222051024,0.0755242854305116,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-3.0692308736798735,-1.121913375093415,0.004263233605759,0.00012458986438837295,0.0151048570860579,0.5168601367020876,-2.3702608693438543,-3.9045172868842677,-1.8208833794294337,-0.28662696188902054,0.5618007827678314,E. coli - Galactose
120,M3,Glutamate,Galactose,0.0054962118872564,inf,0.0755242854302895,5.0,146.12132,3.645866673238795,glu__L,0.0634135222051024,0.0755242854305116,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-2.259936532918587,-1.121913375093415,0.027481059436282002,0.0008031137359655963,0.0151048570860579,0.5168601367020876,-1.5609665285825682,-3.0952229461229814,-1.8208833794294337,-0.28662696188902054,0.5618007827678314,E. coli - Galactose
121,M5,Glutamate,L-malate,0.0052636608799078,0.003553381108921,0.0154203177071376,5.0,146.12132,5.524827351298782,glu__L,0.0154203177069267,0.0335257069200012,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-2.278712098635924,-1.8119066783579987,0.026318304399539,0.0007691330758044892,0.0030840635414275197,0.10553092257267864,-1.5797420942999054,-3.1139985118403186,-2.5108766826940174,-0.9766202651536042,0.7423187110359196,E. coli - L-malate
122,M6,Glutamate,L-malate,0.0041527127514935,0.0013274499857082,0.0154203177071376,5.0,146.12132,5.524827351298782,glu__L,0.0154203177069267,0.0335257069200012,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-2.3816681085616325,-1.8119066783579987,0.020763563757467497,0.0006067998688290622,0.0030840635414275197,0.10553092257267864,-1.6826981042256135,-3.2169545217660267,-2.5108766826940174,-0.9766202651536042,0.7423187110359196,E. coli - L-malate
123,M7,Glutamate,L-malate,,,0.0154203177071376,5.0,146.12132,5.524827351298782,glu__L,0.0154203177069267,0.0335257069200012,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,,-1.8119066783579987,,,0.0030840635414275197,0.10553092257267864,,,-2.5108766826940174,-0.9766202651536042,0.7423187110359196,E. coli - L-malate
124,M9,Glutamate,L-alanine,0.0006832937572714,0.0006353684759743,0.0353987921035248,5.0,146.12132,7.330276967504348,glu__L,0.0353987921035081,0.0353987921035248,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-3.165392547073256,-1.4510115569494617,0.0034164687863569997,9.984378576025656e-05,0.00707975842070496,0.2422561752352415,-2.466422542737237,-4.00067896027765,-2.1499815612854807,-0.6157251437450674,0.8651203843527706,E. coli - L-alanine
125,M10,Glutamate,L-alanine,0.0004594099431468,0.0017655833749278,0.0353987921035248,5.0,146.12132,7.330276967504348,glu__L,0.0353987921035081,0.0353987921035248,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-3.3377996094739117,-1.4510115569494617,0.002297049715734,6.712958731373538e-05,0.00707975842070496,0.2422561752352415,-2.638829605137893,-4.173086022678306,-2.1499815612854807,-0.6157251437450674,0.8651203843527706,E. coli - L-alanine
126,M11,Glutamate,L-alanine,0.0025636172523222,inf,0.0353987921035248,5.0,146.12132,7.330276967504348,glu__L,0.0353987921035081,0.0353987921035248,E. coli,SINTEF-23,,,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-2.5911468144155103,-1.4510115569494617,0.012818086261611,0.0003745991368840929,0.00707975842070496,0.2422561752352415,-1.8921768100794913,-3.4264332276199045,-2.1499815612854807,-0.6157251437450674,0.8651203843527706,E. coli - L-alanine
127,,Glutamate,Glucose,0.0101865559511081,0.0010772669392274,0.0706991219092095,5.0,146.12132,1.845734279685957,glu__L,0.0706991219091901,0.0706991219092567,C. glutamicum,Paczia-13,GLU,0.947042048214672,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-1.9919726250467806,-1.150585980154347,0.0509327797555405,0.001488473001829771,0.0141398243818419,0.4838385111030308,-1.2930026207107617,-2.827259038251175,-1.8495559844903657,-0.31529956694995254,0.2661691781782264,C. glutamicum - Glucose
128,,Glutamate,Glucose,0.0095544716050229,0.0009258588485352,0.0558311967803093,5.0,146.12132,3.4652478174840655,glu__L,0.0558311967803093,0.0558337676124953,B. licheniformis,Paczia-13,GLU,0.963798830476386,146.12132,glu__L,-1.0,0.0,0.096,Amino acid,"Bennet et al, glucose",,3.0,5.0,4.0,101.0,0.0,-3.7,33032.0,-2.019793325915948,-1.2531230626472656,0.0477723580251145,0.0013961120028284648,0.01116623935606186,0.3820879580085186,-1.3208233215799292,-2.855079739120342,-1.9520930669832843,-0.4178366494428712,0.5397342986642251,B. licheniformis - Glucose
129,M1,Asparagine,Galactose,-3.3636898984904674e-05,2.102880478681067e-05,0.056945098770611,4.0,132.11792,0.087022502204274,asn__L,0.0553259627720958,0.0569450987707831,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,,-1.2445436494334885,-0.0001345475959396187,-4.444037129135716e-06,0.01423627469265275,0.4310172213626357,,,-1.8466036407614508,-0.36550537718649256,-1.0603684333636247,E. coli - Galactose
130,M2,Asparagine,Galactose,3.138503782778961e-05,inf,0.056945098770611,4.0,132.11792,0.087022502204274,asn__L,0.0553259627720958,0.0569450987707831,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-4.50327734356607,-1.2445436494334885,0.00012554015131115845,4.146525916928881e-06,0.01423627469265275,0.4310172213626357,-3.9012173522381075,-5.382315615813066,-1.8466036407614508,-0.36550537718649256,-1.0603684333636247,E. coli - Galactose
131,M3,Asparagine,Galactose,-0.0003167663392323,inf,0.056945098770611,4.0,132.11792,0.087022502204274,asn__L,0.0553259627720958,0.0569450987707831,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,,-1.2445436494334885,-0.0012670653569292,-4.185050986538587e-05,0.01423627469265275,0.4310172213626357,,,-1.8466036407614508,-0.36550537718649256,-1.0603684333636247,E. coli - Galactose
132,M5,Asparagine,L-malate,0.0003959993108333,1.207750726245673e-05,0.0463693768009032,4.0,132.11792,0.1325879403720221,asn__L,0.0463693768009032,0.046496014725561,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-3.4023055698864964,-1.3337687409329129,0.0015839972433332,5.231860526872906e-05,0.0115923442002258,0.3509696247178521,-2.800245578558534,-4.281343842133492,-1.9358287322608754,-0.454730468685917,-0.8774959756904042,E. coli - L-malate
133,M6,Asparagine,L-malate,0.0002108087022707,0.000105757876822,0.0463693768009032,4.0,132.11792,0.1325879403720221,asn__L,0.0463693768009032,0.046496014725561,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-3.6761114652330327,-1.3337687409329129,0.0008432348090828,2.785160726190416e-05,0.0115923442002258,0.3509696247178521,-3.07405147390507,-4.555149737480028,-1.9358287322608754,-0.454730468685917,-0.8774959756904042,E. coli - L-malate
134,M7,Asparagine,L-malate,0.0002404609007287,8.214372124767042e-05,0.0463693768009032,4.0,132.11792,0.1325879403720221,asn__L,0.0463693768009032,0.046496014725561,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-3.6189555304262466,-1.3337687409329129,0.0009618436029148,3.176919404560233e-05,0.0115923442002258,0.3509696247178521,-3.0168955390982846,-4.497993802673243,-1.9358287322608754,-0.454730468685917,-0.8774959756904042,E. coli - L-malate
135,M9,Asparagine,L-alanine,0.0068354074937564,0.0040020436219366,0.0442509278287983,4.0,132.11792,0.0723676445419827,asn__L,0.0442509278287983,0.0442509278289204,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-2.1652355897992175,-1.3540776188259795,0.0273416299750256,0.0009030798204275086,0.011062731957199576,0.33493509305019564,-1.563175598471255,-3.044273862046213,-1.9561376101539418,-0.4750393465789836,-1.140455562776282,E. coli - L-alanine
136,M10,Asparagine,L-alanine,0.0101568170744365,0.0032457644722462,0.0442509278287983,4.0,132.11792,0.0723676445419827,asn__L,0.0442509278287983,0.0442509278289204,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-1.9932423691762653,-1.3540776188259795,0.040627268297746,0.0013418975456950357,0.011062731957199576,0.33493509305019564,-1.391182377848303,-2.872280641423261,-1.9561376101539418,-0.4750393465789836,-1.140455562776282,E. coli - L-alanine
137,M11,Asparagine,L-alanine,0.0057485353021846,0.004845792442969,0.0442509278287983,4.0,132.11792,0.0723676445419827,asn__L,0.0442509278287983,0.0442509278289204,E. coli,SINTEF-23,,,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-2.24044279726008,-1.3540776188259795,0.0229941412087384,0.0007594845271712008,0.011062731957199576,0.33493509305019564,-1.6383828059321177,-3.119481069507076,-1.9561376101539418,-0.4750393465789836,-1.140455562776282,E. coli - L-alanine
138,,Asparagine,Glucose,0.0005975682807567,4.205687586413136e-05,0.0532664617124117,4.0,132.11792,0.0505130723811497,asn__L,0.0532664617123868,0.0532664617124339,C. glutamicum,Paczia-13,ASN,0.9711376953955796,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-3.2236124631637657,-1.2735461507806114,0.0023902731230268,7.894947831155123e-05,0.013316615428102925,0.4031736324066538,-2.621552471835803,-4.102650735410761,-1.8756061421085737,-0.39450787853361546,-1.296596215379952,C. glutamicum - Glucose
139,,Asparagine,Glucose,0.0002359347333331,1.0703700906235392e-05,0.0560825355750305,4.0,132.11792,0.0684995401567064,asn__L,0.0560825355750305,0.0560825492471717,B. licheniformis,Paczia-13,ASN,0.9938633395361692,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-3.6272081193750636,-1.251172359496628,0.0009437389333324,3.1171206223723845e-05,0.014020633893757625,0.4244884840378239,-3.025148128047101,-4.506246391622059,-1.8532323508245905,-0.37213408724963215,-1.164312343953929,B. licheniformis - Glucose
140,,Asparagine,Glucose,6.403278513890365e-05,1.3847262085808291e-05,0.0560970064250987,4.0,132.11792,0.0450949519329148,s_0969,0.0549551964371286,0.0560970064250987,S. cerevisiae,Paczia-13,ASN,0.842416758643496,132.11792,asn__L,0.0,0.0,0.000511,Amino acid,"Bennet et al, glucose",,3.0,4.0,3.0,106.0,0.0,-3.4,6267.0,-4.193597607903283,-1.251060313926538,0.0002561311405556146,8.459878384358862e-06,0.014024251606274674,0.4245980138432296,-3.5915376165753203,-5.072635880150279,-1.8531203052545002,-0.372022041679542,-1.3458720716560497,S. cerevisiae - Glucose
141,M1,Aspartate,Galactose,0.0001013223378692,1.4668033105995454e-05,0.0527657033218276,4.0,132.09474,1.0569121247470863,asp__L,0.0446799345497961,0.0527657033220496,E. coli,SINTEF-23,,,132.09474,asp__L,-1.0,0.0,0.00423,Amino acid,"Bennet et al, glucose",,3.0,5.0,3.0,101.0,0.0,-2.8,5960.0,-3.994294798036846,-1.2776482687107538,0.0004052893514768,1.3384147877024127e-05,0.0131914258304569,0.3994534780251477,-3.3922348067088834,-4.873409273643032,-1.879708260038716,-0.39853379310456727,0.02403888009463205,E. coli - Galactose
142,M2,Aspartate,Galactose,9.564023592770225e-05,1.9657073697504925e-05,0.0527657033218276,4.0,132.09474,1.0569121247470863,asp__L,0.0446799345497961,0.0527657033220496,E. coli,SINTEF-23,,,132.09474,asp__L,-1.0,0.0,0.00423,Amino acid,"Bennet et al, glucose",,3.0,5.0,3.0,101.0,0.0,-2.8,5960.0,-4.0193593612265595,-1.2776482687107538,0.000382560943710809,1.2633572098408487e-05,0.0131914258304569,0.3994534780251477,-3.417299369898597,-4.898473836832746,-1.879708260038716,-0.39853379310456727,0.02403888009463205,E. coli - Galactose
143,M3,Aspartate,Galactose,0.0001693510264282,1.2396762540395506e-05,0.0527657033218276,4.0,132.09474,1.0569121247470863,asp__L,0.0446799345497961,0.0527657033220496,E. coli,SINTEF-23,,,132.09474,asp__L,-1.0,0.0,0.00423,Amino acid,"Bennet et al, glucose",,3.0,5.0,3.0,101.0,0.0,-2.8,5960.0,-3.771212166773987,-1.2776482687107538,0.0006774041057128,2.2370379804766208e-05,0.0131914258304569,0.3994534780251477,-3.1691521754460243,-4.650326642380173,-1.879708260038716,-0.39853379310456727,0.02403888009463205,E. coli - Galactose
144,M5,Aspartate,L-malate,0.0051993777942914,0.0045404955190961,0.0093725663186328,4.0,132.09474,2.52533232444559,asp__L,0.0093725663186328,0.021439752164265,E. coli,SINTEF-23,,,132.09474,asp__L,-1.0,0.0,0.00423,Amino acid,"Bennet et al, glucose",,3.0,5.0,3.0,101.0,0.0,-2.8,5960.0,-2.2840486249563074,-2.028141477904078,0.0207975111771656,0.000686810457898696,0.0023431415796582,0.07095336512742899,-1.681988633628345,-3.163163100562494,-2.6302014692320403,-1.1490270022978915,0.40231853777193766,E. coli - L-malate
