,M,Metabolite,Carbon source,Rate [mmol/gDW/h],Rate var,Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],BiGG ID,Species,Dataset
177,M10,GAMMA-AMINOBUTYRATE,L-alanine,0.00986676686501258,1.0010778423051734e-07,0.040010810694213195,4.0,103.11976,0.0,4abut,E. coli,SINTEF-23
178,M10,PROLINE,L-alanine,0.00018405434559490784,9.660418225914106e-09,0.053194441939763415,5.0,115.13046,0.06636340115006073,pro__L,E. coli,SINTEF-23
179,M10,TYROSINE,L-alanine,3.673954113345878e-05,8.736363417427158e-10,0.13282316996111043,9.0,181.18854,0.04146500465244051,tyr__L,E. coli,SINTEF-23
180,M10,VALINE,L-alanine,0.003887200801039357,3.0400174636494112e-05,0.07036186186512583,5.0,117.14634,6.992750526700356,val__L,E. coli,SINTEF-23
181,M10,PIPECOLIC ACID,L-alanine,2.0721341858720267e-05,1.2015740296622406e-11,,,,,,E. coli,SINTEF-23
182,M10,ALPHA-AMINOBUTYRATE,L-alanine,0.2016358082608342,0.002730043631335146,,,,,,E. coli,SINTEF-23
183,M10,BETA-ALANINE,L-alanine,0.00040179120635784214,9.623265363698734e-10,0.022049393099576875,3.0,89.09318,0.0001729222096871763,ala_B,E. coli,SINTEF-23
184,M10,ALANINE,L-alanine,-19.597281380227223,2.179280435759755,0.00413523538745908,3.0,89.09318,7.1678225557341735,ala__L,E. coli,SINTEF-23
185,M10,CREATINE,L-alanine,-3.4936313986361354e-06,1.4564651242249244e-11,,,,,,E. coli,SINTEF-23
186,M10,ALPHA-AMINOADIPATE,L-alanine,5.393131633880977e-05,5.891214170402621e-12,,,,,,E. coli,SINTEF-23
187,M10,GLYCINE,L-alanine,0.039698038001831214,9.727896844232155e-05,0.03378164644644022,2.0,75.0666,0.4994233585505975,gly,E. coli,SINTEF-23
188,M10,GLUTAMINE,L-alanine,6.241823695798691e-05,1.740491187581441e-08,0.04106469176169969,5.0,146.1445,0.5435686574531836,gln__L,E. coli,SINTEF-23
189,M10,GLUTAMATE,L-alanine,0.001521242395492599,1.5223993537321843e-06,0.03539879210331942,5.0,146.12132,7.330276967492021,glu__L,E. coli,SINTEF-23
190,M10,SERINE,L-alanine,0.0009608545701934504,1.6057283485861722e-08,0.05029502819751119,3.0,105.09258,0.18093547291819845,ser__L,E. coli,SINTEF-23
191,M10,ASPARAGINE,L-alanine,0.010156817022433153,1.0534986711372142e-05,0.04425092782859297,4.0,132.11792,0.07236764454198226,asn__L,E. coli,SINTEF-23
192,M10,ASPARTATE,L-alanine,0.0002506633533797509,8.174612192271707e-09,0.021211452738079117,4.0,132.09474,5.994695168850441,asp__L,E. coli,SINTEF-23
193,M10,LYSINE,L-alanine,0.0034862370046701784,1.9461244668894454e-05,0.06807562405145018,6.0,147.1955,0.10302110833075927,lys__L,E. coli,SINTEF-23
194,M10,LACTATE,L-alanine,0.00013904990551721224,6.85773261484568e-08,0.04507788883142405,3.0,89.07,0.0,lac__L,E. coli,SINTEF-23
195,M10,NAD,L-alanine,0.00014471166041903652,inf,0.3806618281386398,21.0,662.4171620000001,16.81179633713911,nad,E. coli,SINTEF-23
196,M10,SUCCINATE,L-alanine,0.003158541530178886,1.096364676281754e-07,0.037844168890199814,4.0,116.07216,3.14887093335979,succ,E. coli,SINTEF-23
197,M10,MALATE,L-alanine,0.002691931523242022,1.0901390131966563e-09,0.0352776647118469,4.0,132.07156,9.466150983321116,mal__L,E. coli,SINTEF-23
198,M10,CIS-ACONITATE,L-alanine,0.0009056544358945927,1.1354797896233818e-08,,,,,,E. coli,SINTEF-23
199,M10,CITRATE,L-alanine,0.002587173371708938,inf,0.05137648442701259,6.0,189.09969999999998,3.4714558144706746,cit,E. coli,SINTEF-23
200,M10,ISOCITRATE,L-alanine,0.0003696726980713423,2.68001123684614e-08,0.052368772136585084,6.0,189.09969999999998,3.4714558144706746,icit,E. coli,SINTEF-23
201,M10,TRANS-ACONITATE,L-alanine,1.9974503895528892e-05,4.049876959941732e-11,0.05187262828186823,6.0,171.08442,0.0,acon_T,E. coli,SINTEF-23
202,M11,PHENYLALANINE,L-alanine,4.972505060691352e-05,1.5170140112444142e-11,0.1358341521726647,9.0,165.18913999999998,0.055618807600217146,phe__L,E. coli,SINTEF-23
203,M11,LEUCINE,L-alanine,0.0006916834116943552,1.0152562391313255e-07,0.16390587640736642,6.0,131.17291999999998,0.13525488898029,leu__L,E. coli,SINTEF-23
204,M11,ISOLEUCINE,L-alanine,0.0008320208630736212,2.072575329212065e-09,0.09076044401237215,6.0,131.17291999999998,0.08722034142057855,ile__L,E. coli,SINTEF-23
205,M11,METHIONINE,L-alanine,2.7979892683988223e-05,2.530922641805681e-10,0.2250554670377325,5.0,149.21134,0.04640799802483991,met__L,E. coli,SINTEF-23
206,M11,GAMMA-AMINOBUTYRATE,L-alanine,0.007454849855883106,3.645529337967565e-08,0.040010810694213195,4.0,103.11976,0.0,4abut,E. coli,SINTEF-23
207,M11,PROLINE,L-alanine,0.0005727122986378672,6.580938922559838e-09,0.053194441939763415,5.0,115.13046,0.06636340115006073,pro__L,E. coli,SINTEF-23
208,M11,TYROSINE,L-alanine,0.00015685326408348553,inf,0.13282316996111043,9.0,181.18854,0.04146500465244051,tyr__L,E. coli,SINTEF-23
209,M11,VALINE,L-alanine,0.003264534721609144,4.9610975042835825e-06,0.07036186186512583,5.0,117.14634,6.992750526700356,val__L,E. coli,SINTEF-23
210,M11,PIPECOLIC ACID,L-alanine,2.1507791945186837e-05,5.994378807733803e-12,,,,,,E. coli,SINTEF-23
211,M11,ALPHA-AMINOBUTYRATE,L-alanine,0.20592673456673413,0.0014499198214876542,,,,,,E. coli,SINTEF-23
212,M11,BETA-ALANINE,L-alanine,0.00041704723809726237,1.2530932947019027e-09,0.022049393099576875,3.0,89.09318,0.0001729222096871763,ala_B,E. coli,SINTEF-23
213,M11,ALANINE,L-alanine,-16.41856985195011,6.935397301810098,0.00413523538745908,3.0,89.09318,7.1678225557341735,ala__L,E. coli,SINTEF-23
214,M11,CREATINE,L-alanine,-4.065179130221184e-06,8.688633698718201e-13,,,,,,E. coli,SINTEF-23
215,M11,ALPHA-AMINOADIPATE,L-alanine,6.455250198561267e-05,1.071501078846697e-10,,,,,,E. coli,SINTEF-23
216,M11,GLYCINE,L-alanine,0.03023285756479041,4.3959654358378745e-05,0.03378164644644022,2.0,75.0666,0.4994233585505975,gly,E. coli,SINTEF-23
217,M11,GLUTAMINE,L-alanine,2.0714779543206288e-05,inf,0.04106469176169969,5.0,146.1445,0.5435686574531836,gln__L,E. coli,SINTEF-23
218,M11,GLUTAMATE,L-alanine,0.0041955044433807836,2.6331026401074416e-06,0.03539879210331942,5.0,146.12132,7.330276967492021,glu__L,E. coli,SINTEF-23
219,M11,SERINE,L-alanine,0.0012554281804386305,4.0239770975555686e-08,0.05029502819751119,3.0,105.09258,0.18093547291819845,ser__L,E. coli,SINTEF-23
220,M11,ASPARAGINE,L-alanine,0.005748535254331529,2.348170404307571e-05,0.04425092782859297,4.0,132.11792,0.07236764454198226,asn__L,E. coli,SINTEF-23
221,M11,ASPARTATE,L-alanine,-5.029163620685803e-05,1.7068304453985478e-09,0.021211452738079117,4.0,132.09474,5.994695168850441,asp__L,E. coli,SINTEF-23
222,M11,LYSINE,L-alanine,0.004241171891937304,9.983670968496527e-06,0.06807562405145018,6.0,147.1955,0.10302110833075927,lys__L,E. coli,SINTEF-23
223,M11,LACTATE,L-alanine,3.428309171279735e-05,3.909794364173757e-09,0.04507788883142405,3.0,89.07,0.0,lac__L,E. coli,SINTEF-23
224,M11,HEXOSES including Glucose and Fructose,L-alanine,0.007639901303113679,inf,0.09184622480915006,6.0,180.15588,0.0,fru,E. coli,SINTEF-23
225,M11,NAD,L-alanine,6.984773649709687e-05,1.7361940199773972e-10,0.3806618281386398,21.0,662.4171620000001,16.81179633713911,nad,E. coli,SINTEF-23
226,M11,SUCCINATE,L-alanine,0.010569656574585744,7.037564819196549e-06,0.037844168890199814,4.0,116.07216,3.14887093335979,succ,E. coli,SINTEF-23
227,M11,MALATE,L-alanine,0.003237204994053648,2.426341199127005e-06,0.0352776647118469,4.0,132.07156,9.466150983321116,mal__L,E. coli,SINTEF-23
228,M11,CIS-ACONITATE,L-alanine,0.0008013294425863586,8.03160673766474e-09,,,,,,E. coli,SINTEF-23
229,M11,CITRATE,L-alanine,0.0041026161864174725,inf,0.05137648442701259,6.0,189.09969999999998,3.4714558144706746,cit,E. coli,SINTEF-23
230,M11,ISOCITRATE,L-alanine,0.00031193714414818333,1.4032587501689728e-08,0.052368772136585084,6.0,189.09969999999998,3.4714558144706746,icit,E. coli,SINTEF-23
231,M11,TRANS-ACONITATE,L-alanine,1.8823451484561548e-05,1.9912686535657768e-11,0.05187262828186823,6.0,171.08442,0.0,acon_T,E. coli,SINTEF-23
