,M,Metabolite,Carbon source,Rate [mmol/gDW/h],Std.Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],BiGG ID,MV min,MV max,Species,Dataset
150,M9,BETA-ALANINE,L-alanine,0.0004918904793149566,inf,0.02204939309974896,3.0,89.09318,0.000172922209687551,ala_B,0.02204939309974896,0.022049393099987658,E. coli,SINTEF-23
151,M9,ALANINE,L-alanine,-18.168015162189253,0.6326850466507209,0.006483416374086781,3.0,89.09318,7.167822555735991,ala__L,0.006483416374086781,0.006483416374086781,E. coli,SINTEF-23
152,M9,CREATINE,L-alanine,1.592377469455866e-06,5.794719050523218e-07,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
153,M9,ALPHA-AMINOADIPATE,L-alanine,8.512594715389294e-05,inf,,,,,,,,E. coli,SINTEF-23
154,M9,GLYCINE,L-alanine,0.03604078722628233,inf,0.033781646446628955,2.0,75.0666,0.4994233585506159,gly,0.033781646446628955,0.03378164644676218,E. coli,SINTEF-23
155,M9,GLUTAMINE,L-alanine,1.970066659188409e-05,inf,0.04106469176190508,5.0,146.1445,0.5435686574532164,gln__L,0.04106469176190508,0.04106469176190508,E. coli,SINTEF-23
156,M9,GLUTAMATE,L-alanine,0.0006832937572714831,0.0006353684759743083,0.03539879210352481,5.0,146.12132,7.330276967504348,glu__L,0.03539879210350816,0.03539879210352481,E. coli,SINTEF-23
157,M9,SERINE,L-alanine,0.0004755307499626211,0.00018873532983975532,0.050295028197716585,3.0,105.09258,0.18093547291820009,ser__L,0.050295028197716585,0.050295028197716585,E. coli,SINTEF-23
158,M9,ASPARAGINE,L-alanine,0.006835407493756441,0.0040020436219366205,0.04425092782879836,4.0,132.11792,0.07236764454198275,asn__L,0.04425092782879836,0.04425092782892048,E. coli,SINTEF-23
159,M9,ASPARTATE,L-alanine,0.0001056854645382066,8.831276273580776e-05,0.02121145273828451,4.0,132.09474,5.994695168890488,asp__L,0.02121145273828451,0.02121145273838998,E. coli,SINTEF-23
160,M9,LYSINE,L-alanine,-0.0025280444920740665,inf,0.06807562405154455,6.0,147.1955,0.10302110833075996,lys__L,0.06807562405154455,0.0680756240515834,E. coli,SINTEF-23
161,M9,PYRUVATE,L-alanine,0.00028991360074292534,inf,0.02242951562713147,3.0,87.05412,7.056289231548503,pyr,0.02242951562713147,0.022429515627164776,E. coli,SINTEF-23
162,M9,LACTATE,L-alanine,0.0007595078727766375,0.0004032841968043236,0.04507788883172936,3.0,89.07,0.0,lac__L,0.04507788883161834,0.04507788883172936,E. coli,SINTEF-23
163,M9,NAD,L-alanine,4.699180318104327e-05,inf,0.38066182813855653,21.0,662.4171620000001,16.811796337184422,nad,0.38066182813843996,0.38066182813855653,E. coli,SINTEF-23
164,M9,SUCCINATE,L-alanine,0.004833337816248068,inf,0.037844168890405205,4.0,116.07216,3.148870933361552,succ,0.037844168890383,0.037844168890405205,E. coli,SINTEF-23
165,M9,MALATE,L-alanine,0.004559756209373442,0.0012286373752181568,0.03527766471205229,4.0,132.07156,9.466150983362928,mal__L,0.03527766471200788,0.03527766471205229,E. coli,SINTEF-23
166,M9,CIS-ACONITATE,L-alanine,0.0008775921549794605,0.00031237077395269487,0.05187262828179606,6.0,171.08442,3.4714558144724394,acon_C,0.05187262828179606,0.05187262828183492,E. coli,SINTEF-23
167,M9,CITRATE,L-alanine,0.006537865131845667,inf,0.05137648442721798,6.0,189.09969999999998,3.4714558144724394,cit,0.05137648442716802,0.05137648442721798,E. coli,SINTEF-23
168,M9,ISOCITRATE,L-alanine,0.000758186677843772,inf,0.052368772136934805,6.0,189.09969999999998,3.4714558144724394,icit,0.05236877213662949,0.052368772136934805,E. coli,SINTEF-23
169,M9,TRANS-ACONITATE,L-alanine,1.8933395972363713e-05,1.0193662616825765e-05,0.05187262828189043,6.0,171.08442,0.0,acon_T,0.05187262828189043,0.051872628282101374,E. coli,SINTEF-23
170,M10,PHENYLALANINE,L-alanine,1.7479501306523924e-05,8.661792764398677e-06,0.1358341521728479,9.0,165.18913999999998,0.05561880760021753,phe__L,0.13583415217283124,0.1358341521728479,E. coli,SINTEF-23
171,M10,LEUCINE,L-alanine,-0.00012868776883927813,6.771672802778762e-05,0.16390587640773835,6.0,131.17291999999998,0.13525488898029095,leu__L,0.16390587640760512,0.16390587640773835,E. coli,SINTEF-23
172,M10,ISOLEUCINE,L-alanine,0.00038665472807530073,0.0001437791614240764,0.09076044401257755,6.0,131.17291999999998,0.08722034142057915,ile__L,0.09076044401253869,0.09076044401257755,E. coli,SINTEF-23
173,M10,METHIONINE,L-alanine,1.0813125883979887e-05,1.1598675354796128e-05,0.22505546703792123,5.0,149.21134,0.04640799802484022,met__L,0.22505546703788237,0.22505546703792123,E. coli,SINTEF-23
174,M10,GAMMA-AMINOBUTYRATE,L-alanine,0.009531006390694183,inf,0.040010810694418586,4.0,103.11976,0.0,4abut,0.040010810694418586,0.04001081069450185,E. coli,SINTEF-23
175,M10,PROLINE,L-alanine,6.0014387940051514e-05,4.136748703878566e-05,0.053194441939968806,5.0,115.13046,0.06636340115006117,pro__L,0.053194441939968806,0.053194441940107584,E. coli,SINTEF-23
176,M10,TYROSINE,L-alanine,3.673954129679667e-05,2.955733975114967e-05,0.1328231699614102,9.0,181.18854,0.041465004652440796,tyr__L,0.13282316996137689,0.1328231699614102,E. coli,SINTEF-23
177,M10,VALINE,L-alanine,,,0.07036186186533122,5.0,117.14634,6.992750526702172,val__L,0.070361861865198,0.07036186186533122,E. coli,SINTEF-23
178,M10,PIPECOLIC ACID,L-alanine,1.8128289311095727e-05,5.420145231624592e-06,,,,,,,,E. coli,SINTEF-23
179,M10,ALPHA-AMINOBUTYRATE,L-alanine,0.20163581021377408,0.052249820043603616,,,,,,,,E. coli,SINTEF-23
180,M10,BETA-ALANINE,L-alanine,0.00048217418602446865,inf,0.02204939309974896,3.0,89.09318,0.000172922209687551,ala_B,0.02204939309974896,0.022049393099987658,E. coli,SINTEF-23
181,M10,ALANINE,L-alanine,-16.639309824036182,1.6568075536503029,0.006483416374086781,3.0,89.09318,7.167822555735991,ala__L,0.006483416374086781,0.006483416374086781,E. coli,SINTEF-23
182,M10,CREATINE,L-alanine,-3.4936314215991926e-06,3.8163662229449195e-06,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
183,M10,ALPHA-AMINOADIPATE,L-alanine,5.6530881268418885e-05,2.6088472236955083e-06,,,,,,,,E. coli,SINTEF-23
184,M10,GLYCINE,L-alanine,0.030814742825168717,0.013568813535295862,0.033781646446628955,2.0,75.0666,0.4994233585506159,gly,0.033781646446628955,0.03378164644676218,E. coli,SINTEF-23
185,M10,GLUTAMINE,L-alanine,-4.894624479138556e-05,inf,0.04106469176190508,5.0,146.1445,0.5435686574532164,gln__L,0.04106469176190508,0.04106469176190508,E. coli,SINTEF-23
186,M10,GLUTAMATE,L-alanine,0.00045940994314682505,0.0017655833749278692,0.03539879210352481,5.0,146.12132,7.330276967504348,glu__L,0.03539879210350816,0.03539879210352481,E. coli,SINTEF-23
187,M10,SERINE,L-alanine,0.0008263826084400557,inf,0.050295028197716585,3.0,105.09258,0.18093547291820009,ser__L,0.050295028197716585,0.050295028197716585,E. coli,SINTEF-23
188,M10,ASPARAGINE,L-alanine,0.010156817074436513,0.003245764472246246,0.04425092782879836,4.0,132.11792,0.07236764454198275,asn__L,0.04425092782879836,0.04425092782892048,E. coli,SINTEF-23
189,M10,ASPARTATE,L-alanine,0.00011327027646842142,0.00011621577888329111,0.02121145273828451,4.0,132.09474,5.994695168890488,asp__L,0.02121145273828451,0.02121145273838998,E. coli,SINTEF-23
190,M10,LYSINE,L-alanine,-0.001195219578779679,inf,0.06807562405154455,6.0,147.1955,0.10302110833075996,lys__L,0.06807562405154455,0.0680756240515834,E. coli,SINTEF-23
191,M10,LACTATE,L-alanine,,,0.04507788883172936,3.0,89.07,0.0,lac__L,0.04507788883161834,0.04507788883172936,E. coli,SINTEF-23
192,M10,NAD,L-alanine,0.00014471166041709517,inf,0.38066182813855653,21.0,662.4171620000001,16.811796337184422,nad,0.38066182813843996,0.38066182813855653,E. coli,SINTEF-23
193,M10,SUCCINATE,L-alanine,0.002300555130084585,inf,0.037844168890405205,4.0,116.07216,3.148870933361552,succ,0.037844168890383,0.037844168890405205,E. coli,SINTEF-23
194,M10,MALATE,L-alanine,0.0007063938330401653,0.001031914722798343,0.03527766471205229,4.0,132.07156,9.466150983362928,mal__L,0.03527766471200788,0.03527766471205229,E. coli,SINTEF-23
195,M10,CIS-ACONITATE,L-alanine,0.0010429622174672308,1.7985795031834655e-05,0.05187262828179606,6.0,171.08442,3.4714558144724394,acon_C,0.05187262828179606,0.05187262828183492,E. coli,SINTEF-23
196,M10,CITRATE,L-alanine,0.0025871733717070535,inf,0.05137648442721798,6.0,189.09969999999998,3.4714558144724394,cit,0.05137648442716802,0.05137648442721798,E. coli,SINTEF-23
197,M10,ISOCITRATE,L-alanine,0.0007938732402429235,inf,0.052368772136934805,6.0,189.09969999999998,3.4714558144724394,icit,0.05236877213662949,0.052368772136934805,E. coli,SINTEF-23
198,M10,TRANS-ACONITATE,L-alanine,1.9974503654669845e-05,6.363864066980702e-06,0.05187262828189043,6.0,171.08442,0.0,acon_T,0.05187262828189043,0.051872628282101374,E. coli,SINTEF-23
199,M11,PHENYLALANINE,L-alanine,4.97250505859416e-05,3.894886888651497e-06,0.1358341521728479,9.0,165.18913999999998,0.05561880760021753,phe__L,0.13583415217283124,0.1358341521728479,E. coli,SINTEF-23
200,M11,LEUCINE,L-alanine,0.0002822074471149257,4.020543678613663e-05,0.16390587640773835,6.0,131.17291999999998,0.13525488898029095,leu__L,0.16390587640760512,0.16390587640773835,E. coli,SINTEF-23
201,M11,ISOLEUCINE,L-alanine,0.0007982162116325203,7.11503125009095e-05,0.09076044401257755,6.0,131.17291999999998,0.08722034142057915,ile__L,0.09076044401253869,0.09076044401257755,E. coli,SINTEF-23
202,M11,METHIONINE,L-alanine,2.7979892678305916e-05,1.5908873499926064e-05,0.22505546703792123,5.0,149.21134,0.04640799802484022,met__L,0.22505546703788237,0.22505546703792123,E. coli,SINTEF-23
203,M11,GAMMA-AMINOBUTYRATE,L-alanine,0.007646865449677115,inf,0.040010810694418586,4.0,103.11976,0.0,4abut,0.040010810694418586,0.04001081069450185,E. coli,SINTEF-23
204,M11,PROLINE,L-alanine,0.0004911292026651017,inf,0.053194441939968806,5.0,115.13046,0.06636340115006117,pro__L,0.053194441939968806,0.053194441940107584,E. coli,SINTEF-23
205,M11,TYROSINE,L-alanine,4.3300429043947094e-05,4.0038926326270686e-05,0.1328231699614102,9.0,181.18854,0.041465004652440796,tyr__L,0.13282316996137689,0.1328231699614102,E. coli,SINTEF-23
206,M11,VALINE,L-alanine,0.003264534705881975,0.0022273521203103417,0.07036186186533122,5.0,117.14634,6.992750526702172,val__L,0.070361861865198,0.07036186186533122,E. coli,SINTEF-23
207,M11,PIPECOLIC ACID,L-alanine,2.2854179522711623e-05,4.234775028743128e-06,,,,,,,,E. coli,SINTEF-23
208,M11,ALPHA-AMINOBUTYRATE,L-alanine,0.20592673503549394,0.03807781197677082,,,,,,,,E. coli,SINTEF-23
209,M11,BETA-ALANINE,L-alanine,0.0005174411227287427,inf,0.02204939309974896,3.0,89.09318,0.000172922209687551,ala_B,0.02204939309974896,0.022049393099987658,E. coli,SINTEF-23
210,M11,ALANINE,L-alanine,-17.39651841177265,1.2620925914100807,0.006483416374086781,3.0,89.09318,7.167822555735991,ala__L,0.006483416374086781,0.006483416374086781,E. coli,SINTEF-23
211,M11,CREATINE,L-alanine,-4.065179107172861e-06,9.321284150707703e-07,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
212,M11,ALPHA-AMINOADIPATE,L-alanine,5.8551777423686356e-05,1.7680702313832016e-05,,,,,,,,E. coli,SINTEF-23
213,M11,GLYCINE,L-alanine,0.02274957526985665,0.006108673745018848,0.033781646446628955,2.0,75.0666,0.4994233585506159,gly,0.033781646446628955,0.03378164644676218,E. coli,SINTEF-23
214,M11,GLUTAMINE,L-alanine,2.0714779543147334e-05,inf,0.04106469176190508,5.0,146.1445,0.5435686574532164,gln__L,0.04106469176190508,0.04106469176190508,E. coli,SINTEF-23
215,M11,GLUTAMATE,L-alanine,0.0025636172523222814,inf,0.03539879210352481,5.0,146.12132,7.330276967504348,glu__L,0.03539879210350816,0.03539879210352481,E. coli,SINTEF-23
216,M11,SERINE,L-alanine,0.001053691911872216,inf,0.050295028197716585,3.0,105.09258,0.18093547291820009,ser__L,0.050295028197716585,0.050295028197716585,E. coli,SINTEF-23
217,M11,ASPARAGINE,L-alanine,0.005748535302184615,0.004845792442969069,0.04425092782879836,4.0,132.11792,0.07236764454198275,asn__L,0.04425092782879836,0.04425092782892048,E. coli,SINTEF-23
218,M11,ASPARTATE,L-alanine,,,0.02121145273828451,4.0,132.09474,5.994695168890488,asp__L,0.02121145273828451,0.02121145273838998,E. coli,SINTEF-23
219,M11,LYSINE,L-alanine,0.0010635562561171939,inf,0.06807562405154455,6.0,147.1955,0.10302110833075996,lys__L,0.06807562405154455,0.0680756240515834,E. coli,SINTEF-23
220,M11,LACTATE,L-alanine,,,0.04507788883172936,3.0,89.07,0.0,lac__L,0.04507788883161834,0.04507788883172936,E. coli,SINTEF-23
221,M11,HEXOSES including Glucose and Fructose,L-alanine,0.007639901303110796,inf,0.09184622480935545,6.0,180.15588,0.0,fru,0.09184622480935545,0.09184622480935545,E. coli,SINTEF-23
222,M11,NAD,L-alanine,5.6596531725683684e-05,inf,0.38066182813855653,21.0,662.4171620000001,16.811796337184422,nad,0.38066182813843996,0.38066182813855653,E. coli,SINTEF-23
223,M11,SUCCINATE,L-alanine,0.018093275079308326,inf,0.037844168890405205,4.0,116.07216,3.148870933361552,succ,0.037844168890383,0.037844168890405205,E. coli,SINTEF-23
224,M11,MALATE,L-alanine,0.003237204948929908,0.001557671759555986,0.03527766471205229,4.0,132.07156,9.466150983362928,mal__L,0.03527766471200788,0.03527766471205229,E. coli,SINTEF-23
225,M11,CIS-ACONITATE,L-alanine,0.0009061021231321637,7.191892762294502e-05,0.05187262828179606,6.0,171.08442,3.4714558144724394,acon_C,0.05187262828179606,0.05187262828183492,E. coli,SINTEF-23
226,M11,CITRATE,L-alanine,0.004102616186415924,inf,0.05137648442721798,6.0,189.09969999999998,3.4714558144724394,cit,0.05137648442716802,0.05137648442721798,E. coli,SINTEF-23
227,M11,ISOCITRATE,L-alanine,0.0006478947178522423,inf,0.052368772136934805,6.0,189.09969999999998,3.4714558144724394,icit,0.05236877213662949,0.052368772136934805,E. coli,SINTEF-23
228,M11,TRANS-ACONITATE,L-alanine,1.8823455110741705e-05,4.462361121896711e-06,0.05187262828189043,6.0,171.08442,0.0,acon_T,0.05187262828189043,0.051872628282101374,E. coli,SINTEF-23
0,M1,Acetate,Galactose,0.1062160070397591,0.041288024669309,0.027923107012384207,2.0,59.04402,0.21031391692417561,ac,0.021615540303365766,0.027923107012606252,E. coli,SINTEF-23
1,M1,Propionate,Galactose,0.0111631257470707,inf,0.05483171795078734,3.0,73.0706,0.0,ppa,0.04586844565405146,0.054831717951014936,E. coli,SINTEF-23
4,M1,Formate,Galactose,0.2302126582617999,0.0993787692474055,0.008143554135636721,1.0,45.01744,0.0008855497621168611,for,0.0067090810095371545,0.008170806801965913,E. coli,SINTEF-23
5,M2,Acetate,Galactose,0.0456503966569217,0.0345893791305234,0.027923107012384207,2.0,59.04402,0.21031391692417561,ac,0.021615540303365766,0.027923107012606252,E. coli,SINTEF-23
8,M2,Formate,Galactose,0.1595303200496448,0.066895098287182,0.008143554135636721,1.0,45.01744,0.0008855497621168611,for,0.0067090810095371545,0.008170806801965913,E. coli,SINTEF-23
9,M3,Acetate,Galactose,0.4144851530017146,0.1772499882355442,0.027923107012384207,2.0,59.04402,0.21031391692417561,ac,0.021615540303365766,0.027923107012606252,E. coli,SINTEF-23
12,M3,Formate,Galactose,0.6107342989381452,0.1287343537561443,0.008143554135636721,1.0,45.01744,0.0008855497621168611,for,0.0067090810095371545,0.008170806801965913,E. coli,SINTEF-23
13,M11,Acetate,L-alanine,2.5593899049391906,1.0971737343062782,0.01346609713978042,2.0,59.04402,0.17489640491460534,ac,0.01346609713978042,0.013466097139874789,E. coli,SINTEF-23
14,M11,Propionate,L-alanine,0.1214754139491988,0.0432891395446838,0.037692828218782726,3.0,73.0706,0.0,ppa,0.03769282821876607,0.037692828218782726,E. coli,SINTEF-23
17,M11,Formate,L-alanine,0.0447897237553902,0.017727414555207,0.004711096480602972,1.0,45.01744,0.5329456498320596,for,0.004711096480602972,0.004711096480602972,E. coli,SINTEF-23
18,M10,Acetate,L-alanine,2.649972553796234,1.3101916055852771,0.01346609713978042,2.0,59.04402,0.17489640491460534,ac,0.01346609713978042,0.013466097139874789,E. coli,SINTEF-23
19,M10,Propionate,L-alanine,0.0979334451651785,0.0161853606430704,0.037692828218782726,3.0,73.0706,0.0,ppa,0.03769282821876607,0.037692828218782726,E. coli,SINTEF-23
22,M9,Acetate,L-alanine,2.507911048088005,1.0181357582798276,0.01346609713978042,2.0,59.04402,0.17489640491460534,ac,0.01346609713978042,0.013466097139874789,E. coli,SINTEF-23
23,M9,Propionate,L-alanine,0.1248973311735559,0.0320697910806017,0.037692828218782726,3.0,73.0706,0.0,ppa,0.03769282821876607,0.037692828218782726,E. coli,SINTEF-23
25,M9,Formate,L-alanine,0.0861882229630843,0.0092611971354519,0.004711096480602972,1.0,45.01744,0.5329456498320596,for,0.004711096480602972,0.004711096480602972,E. coli,SINTEF-23
26,M7,Acetate,L-malate,1.25335849510552,0.2493728435725555,0.0015635645321587788,2.0,59.04402,0.3204353859084901,ac,0.0015635645320033476,0.008613950011260307,E. coli,SINTEF-23
27,M7,Propionate,L-malate,0.1001562902748829,0.0111242909949432,0.009030362858020169,3.0,73.0706,0.0,ppa,0.00903036285757608,0.02278923069117811,E. coli,SINTEF-23
30,M7,Formate,L-malate,0.2958336968633546,inf,0.002085300434340187,1.0,45.01744,0.9764331351211496,for,0.002085300434140347,0.003898183343153949,E. coli,SINTEF-23
31,M6,Acetate,L-malate,0.1438062192842197,0.0393268553438031,0.0015635645321587788,2.0,59.04402,0.3204353859084901,ac,0.0015635645320033476,0.008613950011260307,E. coli,SINTEF-23
32,M6,Propionate,L-malate,0.0620036466626746,inf,0.009030362858020169,3.0,73.0706,0.0,ppa,0.00903036285757608,0.02278923069117811,E. coli,SINTEF-23
35,M6,Formate,L-malate,0.1505385166096574,0.0981724904242067,0.002085300434340187,1.0,45.01744,0.9764331351211496,for,0.002085300434140347,0.003898183343153949,E. coli,SINTEF-23
36,M5,Acetate,L-malate,0.9918480058179264,0.0687070192978471,0.0015635645321587788,2.0,59.04402,0.3204353859084901,ac,0.0015635645320033476,0.008613950011260307,E. coli,SINTEF-23
37,M5,Propionate,L-malate,0.1063020490420187,0.0136295803080509,0.009030362858020169,3.0,73.0706,0.0,ppa,0.00903036285757608,0.02278923069117811,E. coli,SINTEF-23
40,M5,Formate,L-malate,0.0138215471406988,inf,0.002085300434340187,1.0,45.01744,0.9764331351211496,for,0.002085300434140347,0.003898183343153949,E. coli,SINTEF-23
