Batch-Tube,Timepoint,Medium,OD,AUC OD,Hours,Strain,Parallel,Batch,#,Exp. phase time limit,Tube,Well
2-11B,8.0,M9 20 mM glucose pH 7.4,1.534,8.43704734470453,15.0,gltJ,B,2.0,3388,12.0,11B,
2-11B,9.0,M9 20 mM glucose pH 7.4,1.516,9.959964011371197,16.0,gltJ,B,2.0,3572,12.0,11B,
2-11B,10.0,M9 20 mM glucose pH 7.4,1.42,15.844764011371195,20.0,gltJ,B,2.0,3736,12.0,11B,
2-11C,1.0,M9 20 mM glucose pH 7.4,0.034,0.1010533124157102,4.0,gltJ,C,2.0,2245,12.0,11C,
2-11C,2.0,M9 20 mM glucose pH 7.4,0.307,0.5989128712272425,8.0,gltJ,C,2.0,2305,12.0,11C,
2-11C,4.0,M9 20 mM glucose pH 7.4,1.03,2.471912871227242,11.0,gltJ,C,2.0,2629,12.0,11C,
2-11C,5.0,M9 20 mM glucose pH 7.4,1.234,3.6230795378939087,12.0,gltJ,C,2.0,2749,12.0,11C,
2-11C,6.0,M9 20 mM glucose pH 7.4,1.414,4.949079537893908,13.0,gltJ,C,2.0,2857,12.0,11C,
2-11C,7.0,M9 20 mM glucose pH 7.4,1.502,6.420412871227242,14.0,gltJ,C,2.0,3252,12.0,11C,
2-11C,8.0,M9 20 mM glucose pH 7.4,1.53,7.941412871227242,15.0,gltJ,C,2.0,3260,12.0,11C,
2-11C,9.0,M9 20 mM glucose pH 7.4,1.502,9.461746204560576,16.0,gltJ,C,2.0,3548,12.0,11C,
2-11C,10.0,M9 20 mM glucose pH 7.4,1.396,15.254546204560578,20.0,gltJ,C,2.0,3612,12.0,11C,
2-12A,1.0,M9 20 mM glucose pH 7.4,0.028,0.08773952054606,4.0,ptsG,A,2.0,1933,20.0,12A,
2-12A,2.0,M9 20 mM glucose pH 7.4,0.059,0.2518724671868384,8.0,ptsG,A,2.0,2045,20.0,12A,
2-12A,3.0,M9 20 mM glucose pH 7.4,0.092,0.3993724671868384,10.0,ptsG,A,2.0,2417,20.0,12A,
2-12A,4.0,M9 20 mM glucose pH 7.4,0.116,0.5029558005201717,11.0,ptsG,A,2.0,2633,20.0,12A,
2-12A,5.0,M9 20 mM glucose pH 7.4,0.139,0.6310391338535051,12.0,ptsG,A,2.0,3001,20.0,12A,
2-12A,6.0,M9 20 mM glucose pH 7.4,0.174,0.786539133853505,13.0,ptsG,A,2.0,2969,20.0,12A,
2-12A,7.0,M9 20 mM glucose pH 7.4,0.209,0.979039133853505,14.0,ptsG,A,2.0,3292,20.0,12A,
2-12A,8.0,M9 20 mM glucose pH 7.4,0.245,1.2059558005201718,15.0,ptsG,A,2.0,3364,20.0,12A,
2-12A,9.0,M9 20 mM glucose pH 7.4,0.28,1.468705800520172,16.0,ptsG,A,2.0,3760,20.0,12A,
2-12A,10.0,M9 20 mM glucose pH 7.4,0.697,3.2749724671868385,20.0,ptsG,A,2.0,3688,20.0,12A,
2-12B,1.0,M9 20 mM glucose pH 7.4,0.028,0.0943450857347315,4.0,ptsG,B,2.0,2149,20.0,12B,
2-12B,2.0,M9 20 mM glucose pH 7.4,0.058,0.2562973447045303,8.0,ptsG,B,2.0,2037,20.0,12B,
2-12B,3.0,M9 20 mM glucose pH 7.4,0.094,0.403964011371197,10.0,ptsG,B,2.0,2593,20.0,12B,
2-12B,4.0,M9 20 mM glucose pH 7.4,0.115,0.5082973447045304,11.0,ptsG,B,2.0,2393,20.0,12B,
2-12B,5.0,M9 20 mM glucose pH 7.4,0.14,0.6352973447045303,12.0,ptsG,B,2.0,2753,20.0,12B,
2-12B,6.0,M9 20 mM glucose pH 7.4,0.175,0.791964011371197,13.0,ptsG,B,2.0,2737,20.0,12B,
2-12B,7.0,M9 20 mM glucose pH 7.4,0.213,0.9862973447045302,14.0,ptsG,B,2.0,3216,20.0,12B,
2-12B,8.0,M9 20 mM glucose pH 7.4,0.248,1.2170473447045302,15.0,ptsG,B,2.0,3208,20.0,12B,
2-12B,9.0,M9 20 mM glucose pH 7.4,0.288,1.483964011371197,16.0,ptsG,B,2.0,3740,20.0,12B,
2-12B,10.0,M9 20 mM glucose pH 7.4,0.667,3.2771640113711973,20.0,ptsG,B,2.0,3540,20.0,12B,
2-12C,1.0,M9 20 mM glucose pH 7.4,0.028,0.092143230671841,4.0,ptsG,C,2.0,1985,20.0,12C,
2-12C,2.0,M9 20 mM glucose pH 7.4,0.059,0.2567112744208553,8.0,ptsG,C,2.0,2065,20.0,12C,
2-12C,3.0,M9 20 mM glucose pH 7.4,0.089,0.4022112744208552,10.0,ptsG,C,2.0,2519,20.0,12C,
2-12C,4.0,M9 20 mM glucose pH 7.4,0.114,0.5031557188652998,11.0,ptsG,C,2.0,2357,20.0,12C,
2-12C,5.0,M9 20 mM glucose pH 7.4,0.135,0.6288779410875219,12.0,ptsG,C,2.0,2793,20.0,12C,
2-12C,6.0,M9 20 mM glucose pH 7.4,0.167,0.7789612744208553,13.0,ptsG,C,2.0,2677,20.0,12C,
2-12C,7.0,M9 20 mM glucose pH 7.4,0.204,0.9645446077541886,14.0,ptsG,C,2.0,3288,20.0,12C,
2-12C,8.0,M9 20 mM glucose pH 7.4,0.237,1.185377941087522,15.0,ptsG,C,2.0,3420,20.0,12C,
2-12C,9.0,M9 20 mM glucose pH 7.4,0.278,1.4412112744208552,16.0,ptsG,C,2.0,3584,20.0,12C,
2-12C,10.0,M9 20 mM glucose pH 7.4,0.661,3.2024112744208555,20.0,ptsG,C,2.0,3636,20.0,12C,
2-13A,1.0,M9 20 mM glucose pH 7.4,0.034,0.0968514573528197,4.0,lysP,A,2.0,2169,13.0,13A,
2-13A,2.0,M9 20 mM glucose pH 7.4,0.33,0.6263926692070405,8.0,lysP,A,2.0,2157,13.0,13A,
2-13A,3.0,M9 20 mM glucose pH 7.4,0.8,1.7003926692070406,10.0,lysP,A,2.0,2641,13.0,13A,
2-13A,4.0,M9 20 mM glucose pH 7.4,1.113,2.652559335873707,11.0,lysP,A,2.0,2425,13.0,13A,
2-13A,5.0,M9 20 mM glucose pH 7.4,1.158,3.837059335873707,12.0,lysP,A,2.0,2801,13.0,13A,
2-13A,6.0,M9 20 mM glucose pH 7.4,1.332,5.071309335873707,13.0,lysP,A,2.0,2937,13.0,13A,
2-13A,7.0,M9 20 mM glucose pH 7.4,1.457,6.484726002540374,14.0,lysP,A,2.0,3284,13.0,13A,
2-13A,8.0,M9 20 mM glucose pH 7.4,1.512,7.975059335873707,15.0,lysP,A,2.0,3428,13.0,13A,
2-13A,9.0,M9 20 mM glucose pH 7.4,1.467,9.47539266920704,16.0,lysP,A,2.0,3764,13.0,13A,
2-13A,10.0,M9 20 mM glucose pH 7.4,1.451,15.223926002540376,20.0,lysP,A,2.0,3568,13.0,13A,
2-13B,1.0,M9 20 mM glucose pH 7.4,0.033,0.0962349654583987,4.0,lysP,B,2.0,2185,13.0,13B,
2-13B,2.0,M9 20 mM glucose pH 7.4,0.363,0.6505446077541885,8.0,lysP,B,2.0,2085,13.0,13B,
2-13B,3.0,M9 20 mM glucose pH 7.4,0.842,1.8135446077541888,10.0,lysP,B,2.0,2377,13.0,13B,
2-13B,4.0,M9 20 mM glucose pH 7.4,1.029,2.751961274420855,11.0,lysP,B,2.0,2515,13.0,13B,
2-13B,5.0,M9 20 mM glucose pH 7.4,1.167,3.855211274420854,12.0,lysP,B,2.0,2985,13.0,13B,
2-13B,6.0,M9 20 mM glucose pH 7.4,1.308,5.092461274420854,13.0,lysP,B,2.0,2909,13.0,13B,
2-13B,7.0,M9 20 mM glucose pH 7.4,1.54,6.501544607754187,14.0,lysP,B,2.0,3120,13.0,13B,
2-13B,8.0,M9 20 mM glucose pH 7.4,1.416,8.009211274420855,15.0,lysP,B,2.0,3104,13.0,13B,
2-13B,9.0,M9 20 mM glucose pH 7.4,1.456,9.388211274420854,16.0,lysP,B,2.0,3608,13.0,13B,
2-13B,10.0,M9 20 mM glucose pH 7.4,1.504,15.367944607754188,20.0,lysP,B,2.0,3744,13.0,13B,
2-13C,1.0,M9 20 mM glucose pH 7.4,0.038,0.1107304103707373,4.0,lysP,C,2.0,2217,13.0,13C,
2-13C,2.0,M9 20 mM glucose pH 7.4,0.347,0.6643524768644529,8.0,lysP,C,2.0,2021,13.0,13C,
2-13C,3.0,M9 20 mM glucose pH 7.4,0.808,1.774185810197786,10.0,lysP,C,2.0,2625,13.0,13C,
2-13C,4.0,M9 20 mM glucose pH 7.4,1.064,2.7087691435311196,11.0,lysP,C,2.0,2365,13.0,13C,
2-13C,5.0,M9 20 mM glucose pH 7.4,1.245,3.877185810197786,12.0,lysP,C,2.0,2889,13.0,13C,
2-13C,6.0,M9 20 mM glucose pH 7.4,1.368,5.18851914353112,13.0,lysP,C,2.0,2821,13.0,13C,
2-13C,7.0,M9 20 mM glucose pH 7.4,1.476,6.608185810197787,14.0,lysP,C,2.0,3100,13.0,13C,
2-13C,8.0,M9 20 mM glucose pH 7.4,1.524,8.113185810197788,15.0,lysP,C,2.0,3236,13.0,13C,
2-13C,9.0,M9 20 mM glucose pH 7.4,1.528,9.64151914353112,16.0,lysP,C,2.0,3632,13.0,13C,
2-13C,10.0,M9 20 mM glucose pH 7.4,1.464,15.668185810197787,20.0,lysP,C,2.0,3724,13.0,13C,
2-14A,1.0,M9 20 mM glucose pH 7.4,0.033,0.0918312553326177,4.0,putP,A,2.0,2061,12.0,14A,
2-14A,2.0,M9 20 mM glucose pH 7.4,0.319,0.5870391338535051,8.0,putP,A,2.0,2201,12.0,14A,
2-14A,3.0,M9 20 mM glucose pH 7.4,0.748,1.6140391338535052,10.0,putP,A,2.0,2469,12.0,14A,
2-14A,4.0,M9 20 mM glucose pH 7.4,1.023,2.496178022742394,11.0,putP,A,2.0,2325,12.0,14A,
2-14A,5.0,M9 20 mM glucose pH 7.4,1.206,3.629372467186838,12.0,putP,A,2.0,2993,12.0,14A,
2-14A,6.0,M9 20 mM glucose pH 7.4,1.365,4.916872467186838,13.0,putP,A,2.0,3013,12.0,14A,
2-14A,7.0,M9 20 mM glucose pH 7.4,1.449,6.334372467186839,14.0,putP,A,2.0,3088,12.0,14A,
2-14A,8.0,M9 20 mM glucose pH 7.4,1.522,7.820789133853506,15.0,putP,A,2.0,3204,12.0,14A,
2-14A,9.0,M9 20 mM glucose pH 7.4,1.487,9.342372467186838,16.0,putP,A,2.0,3600,12.0,14A,
2-14A,10.0,M9 20 mM glucose pH 7.4,1.377,15.05437246718684,20.0,putP,A,2.0,3492,12.0,14A,
2-14B,1.0,M9 20 mM glucose pH 7.4,0.034,0.0948514573528197,4.0,putP,B,2.0,2281,12.0,14B,
2-14B,2.0,M9 20 mM glucose pH 7.4,0.32,0.5947918708038469,8.0,putP,B,2.0,2025,12.0,14B,
2-14B,3.0,M9 20 mM glucose pH 7.4,0.752,1.625791870803847,10.0,putP,B,2.0,2361,12.0,14B,
2-14B,4.0,M9 20 mM glucose pH 7.4,1.013,2.505791870803847,11.0,putP,B,2.0,2385,12.0,14B,
2-14B,5.0,M9 20 mM glucose pH 7.4,1.198,3.626458537470513,12.0,putP,B,2.0,2697,12.0,14B,
2-14B,6.0,M9 20 mM glucose pH 7.4,1.353,4.9044585374705125,13.0,putP,B,2.0,2861,12.0,14B,
2-14B,7.0,M9 20 mM glucose pH 7.4,1.4,6.296458537470513,14.0,putP,B,2.0,3164,12.0,14B,
2-14B,8.0,M9 20 mM glucose pH 7.4,1.516,7.748708537470513,15.0,putP,B,2.0,3188,12.0,14B,
2-14B,9.0,M9 20 mM glucose pH 7.4,1.498,9.283791870803846,16.0,putP,B,2.0,3628,12.0,14B,
2-14B,10.0,M9 20 mM glucose pH 7.4,1.374,15.05552520413718,20.0,putP,B,2.0,3456,12.0,14B,
2-14C,1.0,M9 20 mM glucose pH 7.4,0.037,0.1287194836649877,4.0,putP,C,2.0,2229,12.0,14C,
2-14C,2.0,M9 20 mM glucose pH 7.4,0.316,0.6320340833484547,8.0,putP,C,2.0,2301,12.0,14C,
2-14C,3.0,M9 20 mM glucose pH 7.4,0.776,1.670200750015121,10.0,putP,C,2.0,2645,12.0,14C,
2-14C,4.0,M9 20 mM glucose pH 7.4,1.045,2.5785340833484542,11.0,putP,C,2.0,2547,12.0,14C,
2-14C,5.0,M9 20 mM glucose pH 7.4,1.23,3.732200750015121,12.0,putP,C,2.0,2745,12.0,14C,
2-14C,6.0,M9 20 mM glucose pH 7.4,1.377,5.0388674166817875,13.0,putP,C,2.0,3017,12.0,14C,
2-14C,7.0,M9 20 mM glucose pH 7.4,1.477,6.470534083348454,14.0,putP,C,2.0,3268,12.0,14C,
2-14C,8.0,M9 20 mM glucose pH 7.4,1.549,7.985867416681788,15.0,putP,C,2.0,3356,12.0,14C,
2-14C,9.0,M9 20 mM glucose pH 7.4,1.546,9.543534083348456,16.0,putP,C,2.0,3708,12.0,14C,
2-14C,10.0,M9 20 mM glucose pH 7.4,1.428,15.548067416681787,20.0,putP,C,2.0,3656,12.0,14C,
2-1A,1.0,M9 20 mM glucose pH 7.4,0.036,0.1112955715190047,4.0,argO,A,2.0,2005,13.0,1A,
2-1A,2.0,M9 20 mM glucose pH 7.4,0.261,0.5161052138147947,8.0,argO,A,2.0,1973,13.0,1A,
2-1A,3.0,M9 20 mM glucose pH 7.4,0.69,1.4139385471481278,10.0,argO,A,2.0,2181,13.0,1A,
2-1A,4.0,M9 20 mM glucose pH 7.4,0.965,2.238077436037017,11.0,argO,A,2.0,2461,13.0,1A,
2-1A,5.0,M9 20 mM glucose pH 7.4,1.232,3.341271880481461,12.0,argO,A,2.0,2369,13.0,1A,
2-1A,6.0,M9 20 mM glucose pH 7.4,1.429,4.677605213814794,13.0,argO,A,2.0,2901,13.0,1A,
2-1A,7.0,M9 20 mM glucose pH 7.4,1.544,6.171938547148128,14.0,argO,A,2.0,3324,13.0,1A,
2-1A,8.0,M9 20 mM glucose pH 7.4,1.603,7.750105213814794,15.0,argO,A,2.0,3096,13.0,1A,
2-1A,9.0,M9 20 mM glucose pH 7.4,1.589,9.353605213814795,16.0,argO,A,2.0,3768,13.0,1A,
2-1A,10.0,M9 20 mM glucose pH 7.4,1.482,15.522805213814795,20.0,argO,A,2.0,3644,13.0,1A,
2-1B,1.0,M9 20 mM glucose pH 7.4,0.031,0.0923964164808851,4.0,argO,B,2.0,2141,13.0,1B,
2-1B,2.0,M9 20 mM glucose pH 7.4,0.241,0.4674585374705135,8.0,argO,B,2.0,2233,13.0,1B,
2-1B,3.0,M9 20 mM glucose pH 7.4,0.615,1.2797918708038467,10.0,argO,B,2.0,2353,13.0,1B,
2-1B,4.0,M9 20 mM glucose pH 7.4,0.876,2.0211807596927356,11.0,argO,B,2.0,2441,13.0,1B,
2-1B,5.0,M9 20 mM glucose pH 7.4,1.145,3.0344585374705133,12.0,argO,B,2.0,2757,13.0,1B,
2-1B,6.0,M9 20 mM glucose pH 7.4,1.377,4.298541870803847,13.0,argO,B,2.0,2981,13.0,1B,
2-1B,7.0,M9 20 mM glucose pH 7.4,1.493,5.749791870803847,14.0,argO,B,2.0,3052,13.0,1B,
2-1B,8.0,M9 20 mM glucose pH 7.4,1.552,7.277041870803847,15.0,argO,B,2.0,3416,13.0,1B,
2-1B,9.0,M9 20 mM glucose pH 7.4,1.535,8.828458537470514,16.0,argO,B,2.0,3788,13.0,1B,
2-1B,10.0,M9 20 mM glucose pH 7.4,1.417,14.75912520413718,20.0,argO,B,2.0,3524,13.0,1B,
2-1C,1.0,M9 20 mM glucose pH 7.4,0.033,0.1128405306470701,4.0,argO,C,2.0,1965,13.0,1C,
2-1C,2.0,M9 20 mM glucose pH 7.4,0.235,0.4834734772878485,8.0,argO,C,2.0,1961,13.0,1C,
2-1C,3.0,M9 20 mM glucose pH 7.4,0.614,1.2844734772878486,10.0,argO,C,2.0,2665,13.0,1C,
2-1C,4.0,M9 20 mM glucose pH 7.4,0.882,2.0281123661767375,11.0,argO,C,2.0,2337,13.0,1C,
2-1C,5.0,M9 20 mM glucose pH 7.4,1.132,3.042473477287849,12.0,argO,C,2.0,2805,13.0,1C,
2-1C,6.0,M9 20 mM glucose pH 7.4,1.395,4.304890143954515,13.0,argO,C,2.0,2733,13.0,1C,
2-1C,7.0,M9 20 mM glucose pH 7.4,1.497,5.778806810621182,14.0,argO,C,2.0,3272,13.0,1C,
2-1C,8.0,M9 20 mM glucose pH 7.4,1.566,7.313056810621182,15.0,argO,C,2.0,3200,13.0,1C,
2-1C,9.0,M9 20 mM glucose pH 7.4,1.603,8.900140143954516,16.0,argO,C,2.0,3648,13.0,1C,
2-1C,10.0,M9 20 mM glucose pH 7.4,1.524,15.275206810621183,20.0,argO,C,2.0,3676,13.0,1C,
2-2A,1.0,M9 20 mM glucose pH 7.4,0.034,0.0968514573528197,4.0,yhjE,A,2.0,2253,13.0,2A,
2-2A,2.0,M9 20 mM glucose pH 7.4,0.335,0.6025593358737071,8.0,yhjE,A,2.0,2221,13.0,2A,
2-2A,4.0,M9 20 mM glucose pH 7.4,1.066,2.624948224762596,11.0,yhjE,A,2.0,2421,13.0,2A,
2-2A,5.0,M9 20 mM glucose pH 7.4,1.34,3.8287260025403738,12.0,yhjE,A,2.0,2705,13.0,2A,
2-2A,6.0,M9 20 mM glucose pH 7.4,1.495,5.2561426692070405,13.0,yhjE,A,2.0,2949,13.0,2A,
2-2A,7.0,M9 20 mM glucose pH 7.4,1.632,6.812726002540374,14.0,yhjE,A,2.0,3248,13.0,2A,
2-2A,8.0,M9 20 mM glucose pH 7.4,1.619,8.450726002540375,15.0,yhjE,A,2.0,3304,13.0,2A,
2-2A,9.0,M9 20 mM glucose pH 7.4,1.591,10.045726002540372,16.0,yhjE,A,2.0,3444,13.0,2A,
2-2A,10.0,M9 20 mM glucose pH 7.4,1.564,16.31039266920704,20.0,yhjE,A,2.0,3516,13.0,2A,
2-2B,1.0,M9 20 mM glucose pH 7.4,0.035,0.1038716593730217,4.0,yhjE,B,2.0,2269,13.0,2B,
2-2B,2.0,M9 20 mM glucose pH 7.4,0.341,0.625013669630436,8.0,yhjE,B,2.0,2197,13.0,2B,
2-2B,3.0,M9 20 mM glucose pH 7.4,0.86,1.7653470029637697,10.0,yhjE,B,2.0,2551,13.0,2B,
2-2B,4.0,M9 20 mM glucose pH 7.4,1.136,2.7624303362971028,11.0,yhjE,B,2.0,2473,13.0,2B,
2-2B,5.0,M9 20 mM glucose pH 7.4,1.389,4.029680336297103,12.0,yhjE,B,2.0,2953,13.0,2B,
2-2B,6.0,M9 20 mM glucose pH 7.4,1.554,5.508513669630436,13.0,yhjE,B,2.0,2961,13.0,2B,
2-2B,7.0,M9 20 mM glucose pH 7.4,1.654,7.116013669630436,14.0,yhjE,B,2.0,3308,13.0,2B,
2-2B,8.0,M9 20 mM glucose pH 7.4,1.64,8.772513669630436,15.0,yhjE,B,2.0,3184,13.0,2B,
2-2B,9.0,M9 20 mM glucose pH 7.4,1.611,10.391013669630436,16.0,yhjE,B,2.0,3596,13.0,2B,
2-2B,10.0,M9 20 mM glucose pH 7.4,1.574,16.718880336297104,20.0,yhjE,B,2.0,3796,13.0,2B,
2-2C,1.0,M9 20 mM glucose pH 7.4,0.034,0.0924477472270387,4.0,yhjE,C,2.0,2081,13.0,2C,
2-2C,2.0,M9 20 mM glucose pH 7.4,0.344,0.6092205286396903,8.0,yhjE,C,2.0,2225,13.0,2C,
2-2C,3.0,M9 20 mM glucose pH 7.4,0.848,1.7488871953063567,10.0,yhjE,C,2.0,2409,13.0,2C,
2-2C,4.0,M9 20 mM glucose pH 7.4,1.104,2.724664973084135,11.0,yhjE,C,2.0,2605,13.0,2C,
2-2C,5.0,M9 20 mM glucose pH 7.4,1.325,3.94522052863969,12.0,yhjE,C,2.0,2849,13.0,2C,
2-2C,6.0,M9 20 mM glucose pH 7.4,1.457,5.343637195306357,13.0,yhjE,C,2.0,3009,13.0,2C,
2-2C,7.0,M9 20 mM glucose pH 7.4,1.535,6.84122052863969,14.0,yhjE,C,2.0,3276,13.0,2C,
2-2C,8.0,M9 20 mM glucose pH 7.4,1.563,8.394387195306356,15.0,yhjE,C,2.0,3196,13.0,2C,
2-2C,9.0,M9 20 mM glucose pH 7.4,1.528,9.946220528639689,16.0,yhjE,C,2.0,3476,13.0,2C,
2-2C,10.0,M9 20 mM glucose pH 7.4,1.568,16.04222052863969,20.0,yhjE,C,2.0,3452,13.0,2C,
2-3A,1.0,M9 20 mM glucose pH 7.4,0.025,0.076678914485454,4.0,adeP,A,2.0,2105,14.0,3A,
2-3A,2.0,M9 20 mM glucose pH 7.4,0.168,0.3466801245992862,8.0,adeP,A,2.0,2289,14.0,3A,
2-3A,3.0,M9 20 mM glucose pH 7.4,0.489,0.9515134579326197,10.0,adeP,A,2.0,2329,14.0,3A,
2-3A,4.0,M9 20 mM glucose pH 7.4,0.671,1.530319013488175,11.0,adeP,A,2.0,2501,14.0,3A,
2-3A,5.0,M9 20 mM glucose pH 7.4,0.896,2.307846791265953,12.0,adeP,A,2.0,2673,14.0,3A,
2-3A,6.0,M9 20 mM glucose pH 7.4,1.151,3.3288467912659527,13.0,adeP,A,2.0,2825,14.0,3A,
2-3A,7.0,M9 20 mM glucose pH 7.4,1.359,4.594180124599286,14.0,adeP,A,2.0,3192,14.0,3A,
2-3A,8.0,M9 20 mM glucose pH 7.4,1.461,6.013013457932619,15.0,adeP,A,2.0,3336,14.0,3A,
2-3A,9.0,M9 20 mM glucose pH 7.4,1.469,7.484846791265953,16.0,adeP,A,2.0,3792,14.0,3A,
2-3A,10.0,M9 20 mM glucose pH 7.4,1.381,13.248846791265954,20.0,adeP,A,2.0,3500,14.0,3A,
2-3B,1.0,M9 20 mM glucose pH 7.4,0.028,0.0787302452316076,4.0,adeP,B,2.0,1929,14.0,3B,
2-3B,2.0,M9 20 mM glucose pH 7.4,0.177,0.36937624750499,8.0,adeP,B,2.0,1997,14.0,3B,
2-3B,3.0,M9 20 mM glucose pH 7.4,0.467,0.9732095808383232,10.0,adeP,B,2.0,2523,14.0,3B,
2-3B,4.0,M9 20 mM glucose pH 7.4,0.652,1.5304873586161012,11.0,adeP,B,2.0,2563,14.0,3B,
2-3B,5.0,M9 20 mM glucose pH 7.4,0.868,2.287542914171657,12.0,adeP,B,2.0,2925,14.0,3B,
2-3B,6.0,M9 20 mM glucose pH 7.4,1.122,3.27937624750499,13.0,adeP,B,2.0,2741,14.0,3B,
2-3B,7.0,M9 20 mM glucose pH 7.4,1.34,4.519542914171657,14.0,adeP,B,2.0,3280,14.0,3B,
2-3B,8.0,M9 20 mM glucose pH 7.4,1.452,5.92437624750499,15.0,adeP,B,2.0,3148,14.0,3B,
2-3B,9.0,M9 20 mM glucose pH 7.4,1.495,7.400542914171657,16.0,adeP,B,2.0,3532,14.0,3B,
2-3B,10.0,M9 20 mM glucose pH 7.4,1.417,13.357876247504992,20.0,adeP,B,2.0,3692,14.0,3B,
2-3C,1.0,M9 20 mM glucose pH 7.4,0.03,0.1143854897751355,4.0,adeP,C,2.0,2073,14.0,3C,
2-3C,2.0,M9 20 mM glucose pH 7.4,0.181,0.4195084074275691,8.0,adeP,C,2.0,1937,14.0,3C,
2-3C,3.0,M9 20 mM glucose pH 7.4,0.455,1.0196750740942355,10.0,adeP,C,2.0,2333,14.0,3C,
2-3C,4.0,M9 20 mM glucose pH 7.4,0.63,1.5600639629831248,11.0,adeP,C,2.0,2481,14.0,3C,
2-3C,5.0,M9 20 mM glucose pH 7.4,0.832,2.2886750740942357,12.0,adeP,C,2.0,3005,14.0,3C,
2-3C,6.0,M9 20 mM glucose pH 7.4,1.104,3.2508417407609027,13.0,adeP,C,2.0,2777,14.0,3C,
2-3C,7.0,M9 20 mM glucose pH 7.4,1.33,4.481341740760902,14.0,adeP,C,2.0,3396,14.0,3C,
2-3C,8.0,M9 20 mM glucose pH 7.4,1.457,5.883091740760902,15.0,adeP,C,2.0,3372,14.0,3C,
2-3C,9.0,M9 20 mM glucose pH 7.4,1.549,7.383675074094235,16.0,adeP,C,2.0,3772,14.0,3C,
2-3C,10.0,M9 20 mM glucose pH 7.4,1.426,13.595541740760902,20.0,adeP,C,2.0,3552,14.0,3C,
2-4A,1.0,M9 20 mM glucose pH 7.4,0.044,0.1488516224919494,4.0,actP,A,2.0,2113,13.0,4A,
2-4A,2.0,M9 20 mM glucose pH 7.4,0.328,0.6867102159317728,8.0,actP,A,2.0,2241,13.0,4A,
2-4A,4.0,M9 20 mM glucose pH 7.4,0.959,2.5374879937095507,11.0,actP,A,2.0,2589,13.0,4A,
2-4A,5.0,M9 20 mM glucose pH 7.4,1.228,3.629376882598439,12.0,actP,A,2.0,2725,13.0,4A,
2-4A,6.0,M9 20 mM glucose pH 7.4,1.432,4.964793549265106,13.0,actP,A,2.0,2797,13.0,4A,
2-4A,7.0,M9 20 mM glucose pH 7.4,1.581,6.475043549265106,14.0,actP,A,2.0,3056,13.0,4A,
2-4A,8.0,M9 20 mM glucose pH 7.4,1.556,8.058043549265106,15.0,actP,A,2.0,3112,13.0,4A,
2-4A,9.0,M9 20 mM glucose pH 7.4,1.529,9.586376882598438,16.0,actP,A,2.0,3776,13.0,4A,
2-4A,10.0,M9 20 mM glucose pH 7.4,1.448,15.525976882598435,20.0,actP,A,2.0,3488,13.0,4A,
2-4B,1.0,M9 20 mM glucose pH 7.4,0.032,0.0932147634381966,4.0,actP,B,2.0,2029,13.0,4B,
2-4B,2.0,M9 20 mM glucose pH 7.4,0.311,0.5702918708038467,8.0,actP,B,2.0,2109,13.0,4B,
2-4B,3.0,M9 20 mM glucose pH 7.4,0.709,1.5597918708038463,10.0,actP,B,2.0,2437,13.0,4B,
2-4B,4.0,M9 20 mM glucose pH 7.4,0.964,2.3931807596927355,11.0,actP,B,2.0,2573,13.0,4B,
2-4B,5.0,M9 20 mM glucose pH 7.4,1.214,3.4861252041371795,12.0,actP,B,2.0,2989,13.0,4B,
2-4B,6.0,M9 20 mM glucose pH 7.4,1.379,4.789708537470513,13.0,actP,B,2.0,2841,13.0,4B,
2-4B,7.0,M9 20 mM glucose pH 7.4,1.574,6.254125204137179,14.0,actP,B,2.0,3124,13.0,4B,
2-4B,8.0,M9 20 mM glucose pH 7.4,1.505,7.815625204137179,15.0,actP,B,2.0,3424,13.0,4B,
2-4B,9.0,M9 20 mM glucose pH 7.4,1.475,9.277125204137178,16.0,actP,B,2.0,3732,13.0,4B,
2-4B,10.0,M9 20 mM glucose pH 7.4,1.404,15.008991870803843,20.0,actP,B,2.0,3504,13.0,4B,
2-4C,1.0,M9 20 mM glucose pH 7.4,0.033,0.0962349654583987,4.0,actP,C,2.0,2205,13.0,4C,
2-4C,2.0,M9 20 mM glucose pH 7.4,0.279,0.5385446077541887,8.0,actP,C,2.0,1969,13.0,4C,
2-4C,3.0,M9 20 mM glucose pH 7.4,0.655,1.436877941087522,10.0,actP,C,2.0,2449,13.0,4C,
2-4C,4.0,M9 20 mM glucose pH 7.4,0.901,2.2116557188652997,11.0,actP,C,2.0,2405,13.0,4C,
2-4C,5.0,M9 20 mM glucose pH 7.4,1.155,3.2415446077541885,12.0,actP,C,2.0,2765,13.0,4C,
2-4C,6.0,M9 20 mM glucose pH 7.4,1.388,4.5147946077541885,13.0,actP,C,2.0,2809,13.0,4C,
2-4C,7.0,M9 20 mM glucose pH 7.4,1.561,5.997544607754189,14.0,actP,C,2.0,3360,13.0,4C,
2-4C,8.0,M9 20 mM glucose pH 7.4,1.555,7.570461274420856,15.0,actP,C,2.0,3316,13.0,4C,
2-4C,9.0,M9 20 mM glucose pH 7.4,1.537,9.103544607754188,16.0,actP,C,2.0,3780,13.0,4C,
2-4C,10.0,M9 20 mM glucose pH 7.4,1.445,15.078211274420855,20.0,actP,C,2.0,3800,13.0,4C,
